"","date_publish","source_domain","country","title_translated","first_two_sentences","Russian.Involvement","Sentiment","Topic","date_publish_continuous","has_time","date_publish_probabilistic","sentiment_clean","topic_clean","treatment","running","running_continuous","running_probabilistic","state_owned","indicator","csto","nato","neutral","high_russia"
"76777",2022-05-19,"sb.by","Belarus","Sergei Shumansky: ""Belorussians have a sense of reason. Some should be smarter when the world is going crazy.""","Serguei Shumansky thinks about projects. He has had a great deal of experience on television: since 2005, he has been the editor of a crime department at the Beltelradioc Company Television News Agency, and he has been counting hundreds of issues of the ""Zon X"" and ""Secrets of Investigation"" religious programmes.","Russian","Neutral","Culture",2022-05-19 09:09:00,TRUE,2022-05-19 09:09:00,0,"Culture",1,84,7290540,7290540,1,4,1,0,0,1
"79380",2021-08-11,"ambebi.ge","Georgia","Withdrawing money with VTB Bank Visa Debit Card from any bank ATM is free of charge","VTB Bank introduces three competitive innovations in the market: Withdrawal of money from any bank ATM with Visa Debit card is free, it makes it even easier for the self-employed to access credit products and in case of any transaction you get back 0.25% of the amount paid back. Anri Goksadze explains that as a result of debit product optimization, Visa Debit card holders are offered the best conditions in the Georgian market.","Russian","Neutral","Economic",2021-08-11 08:41:00,TRUE,2021-08-11 08:41:00,0,"Economic",0,-197,-16989540,-16989540,0,1,0,0,1,1
"66335",2022-03-31,"sozcu.com.tr","Turkey","US President Biden is on the move for oil prices","US President Biden has taken action for oil prices. US President Joe Biden has been announced that US President Biden has decided to release 1 million barrels of oil daily from US strategic reserves to fight increased oil prices due to the Russian-Ukraine War.","Not","Neutral","Economic",2022-03-31 19:03:19,TRUE,2022-03-31 19:03:19,0,"Economic",1,35,3092599,3092599,0,3,0,1,0,0
"63533",2022-02-27,"sabah.com.tr","Turkey","A warning to investors to be ""responsive"" due to the Russian-Ukraine War","The global share markets took place in the focus of investors of the US Central Bank (Fed) President Jerome Powell's statements and intensive data agenda following Thursday's attack.","Not","Neutral","Economic",2022-02-27,TRUE,2022-02-27,0,"Economic",1,3,259200,259200,0,3,0,1,0,0
"829",2022-08-11,"gazetatema.net","Albania","Powerful explosions at a military base in Belarus","Several explosions have been reported at an area in Belarus located near a military airport, and this airport, according to Ukrainian authorities, has been used by Russian air force to attack Ukraine's territory. The canals at Telegram Bellaruski Hayun and Flagstock quoted witnesses as saying that at night at least eight explosions have been heard, but there have also been seen flashing near the military airport, Ziabrauka, located in southeast Hoo region","Russian","Neutral","Military",2022-08-11 13:49:00,TRUE,2022-08-11 13:49:00,0,"Military",1,168,14564940,14564940,0,3,0,1,0,0
"16846",2022-04-09,"168.am","Armenia","The Brussels meeting was simply a sign of the Moscow conditions.","""The high-level events in Brussels today were not a census, but the United States also wants to participate, more than the main role to play in the Larabatal army,"" 168.am.","Not","Neutral","Political",2022-04-09 12:00:00,FALSE,2022-04-09 14:25:51.727906,0,"Political",1,44,3844800,3853551.72790599,0,3,1,0,0,0
"2151",2022-03-05,"panorama.com.al","Albania","Massed Exod from Ukraine, about 800 thousand refugees have arrived in Poland","About 787,300 people who have fled from the war in Ukraine have arrived in neighbouring Poland so far, Polish authorities said on Saturday. Only from Ukraine to Poland have entered 106,400 people.","Not","Neutral","Political",2022-03-05 12:43:00,TRUE,2022-03-05 12:43:00,0,"Political",1,9,823380,823380,0,3,0,1,0,0
"17174",2022-05-31,"168.am","Armenia","Turkey’s producer described what happened in Ukraine","Turkey's producer, Mr. Mulut Caušulululu, spoke of the recent operations between the Russian forces of Dashna and Ukraine in Ukraine.","Russian","Neutral","Military",2022-05-31 12:00:00,FALSE,2022-05-31 09:47:21.561748,0,"Military",1,96,8337600,8329641.56174803,0,3,1,0,0,0
"28286",2022-01-04,"golosarmenii.am","Armenia","Grant BAGRATIN: MEDIUM ECONOMY GROWTH IN PASHINE 2.4% (Video)","""In Europe, for example, 5.5 - 7 per cent of economic growth, in Russia - 5 per cent, but there was a decline in percentage terms last year. 4 years of Fashion's rule will result in gross economic growth of 9 - 9.5 per cent, 7.2 per cent, then a decline of 5.8 per cent, then a fall of 7.8 per cent and a growth of 5 per cent.","Not","Neutral","Economic",2022-01-04 05:06:00,TRUE,2022-01-04 05:06:00,0,"Economic",0,-51,-4388040,-4388040,0,1,1,0,0,0
"16039",2022-02-26,"168.am","Armenia","Guatemalan Despane calls from Russia","The Guatemalan authorities decided to call Despan from Russia on the situation surrounding Ukraine. President Alejandro Jamata said, ""We will not tolerate what we do.","Russian","Neutral","Political",2022-02-26 12:00:00,FALSE,2022-02-26 18:45:19.39462,0,"Political",1,2,216000,240319.394619703,0,3,1,0,0,0
"52776",2022-04-21,"timpul.md","Moldova","London: Russia enforces a significant victory before 9 May","Russia needs a significant success in the war that he declared in Ukraine before 9 May when Moscow celebrates World War II Victory Day, he has sent the British Defence Minister.","Russian","Neutral","Military",2022-04-21 07:13:15,TRUE,2022-04-21 07:13:15,0,"Military",1,56,4864395,4864395,0,3,0,0,1,1
"10021",2022-08-07,"azeritimes.com","Azerbaijan","Teams fulfill “Firing at a floating mine” exercise during Sea Cup contest","During the Sea Cup contest held as part of the International Army Games-2022, the Azerbaijani, Iranian, Kazakh, and Russian teams fulfilled the ""Firing at a floating mine"" exercise at the combat training ground, MoD told Report. According to the terms of the exercise, the military seamen destroyed a mine target, floating at a certain distance, from the moving ships using a total of 16 bullets.","Russian","Neutral","Military",2022-08-07 12:00:00,FALSE,2022-08-07 05:44:10.82474,0,"Military",1,164,14212800,14190250.8247402,0,3,1,0,0,0
"6504",2021-09-06,"azeritimes.com","Azerbaijan","Russia: Coronavirus cases exceed 7 million","Russia confirmed 18,024 new coronavirus infections on Wednesday, bringing the country’s official number of cases to 7,065,904, Report says, citing Task Force of the country. The number of people who died from the coronavirus increased by 797 people to 189,582.","Russian","Neutral","Other",2021-09-06 12:00:00,FALSE,2021-09-06 15:09:11.317904,0,"Other",0,-171,-14731200,-14719848.6820962,0,1,1,0,0,0
"34950",2022-03-05,"168.hu","Hungary","Russian-Ukrainian War: a summary of Friday night events","On Saturday morning, the fighting activities continued in the neighbouring country. On Friday night and Saturday dawn, the fighting activities continued in Ukraine.","Russian","Neutral","Military",2022-03-05 06:40:00,TRUE,2022-03-05 06:40:00,0,"Military",1,9,801600,801600,0,3,0,1,0,0
"89863",2021-10-06,"1lurer.am","Armenia","I'm going to have a question for my day, to go to Sanosyan on the Larsea crossing.","In the U.S. government's response, H.T. T.E.","Not","Neutral","Other",2021-10-06 18:35:03,TRUE,2021-10-06 18:35:03,0,"Other",0,-141,-12115497,-12115497,1,2,1,0,0,0
"37728",2022-03-30,"demokrata.hu","Hungary","Prague and the Baltic States support Ukraine's inclusion in the EU","The Czech Republic and the three Baltic States support Ukraine's accession to the European Union, Estonia, Latvia, Lithuania, and believe that Ukraine should be granted candidate status as soon as possible, as announced by Markéta Pekarová Adamová, President of the Czech Assembly, after meeting with the Presidents of the Baltic States in Prague on Wednesday. The four parliamentary leaders would like to strengthen the sanctions against Russia and increase assistance to Ukraine, including the supply of arms","Russian","Neutral","Political",2022-03-30 18:56:00,TRUE,2022-03-30 18:56:00,0,"Political",1,34,3005760,3005760,0,3,0,1,0,0
"37328",2022-02-22,"demokrata.hu","Hungary","Viktor Orbán spoke to the Ukrainian President on the phone.","On Tuesday, Prime Minister Viktor Orbán spoke on the phone to the Ukrainian head of state Volodimir Zelensky about the Russian-Ukrainian conflict. Bertalan Havasi, press chief of the Prime Minister informed MTI.","Russian","Neutral","Political",2022-02-22 13:39:00,TRUE,2022-02-22 13:39:00,0,"Political",0,-2,-123660,-123660,0,1,0,1,0,0
"42816",2022-05-01,"kaztag.kz","Kazakhstan","36 deputies supported a change in the status of the Russian language in the Constitution – the Majilisman","Astana. May 1, Kaztag – 36 deputies supported the change in the status of the Russian language in the Constitution – the Majilisman, told the MP, Majilis Kazbek Isa.","Russian","Neutral","Political",2022-05-01 12:00:00,FALSE,2022-05-01 09:20:20.752152,0,"Political",1,66,5745600,5736020.75215197,0,3,1,0,0,1
"54529",2022-03-03,"unimedia.info","Moldova","Putin: Russians and Ukrainians represent one people and I will never give up on this","""I will never give up on this conviction that the Russians and Ukrainians are one people, even though some of the Ukrainian people have been intimidated, many have been deceived by Nazi nationalist propaganda and someone has followed","Russian","Neutral","Culture",2022-03-03 20:04:40,TRUE,2022-03-03 20:04:40,0,"Culture",1,7,677080,677080,0,3,0,0,1,1
"436",2022-05-18,"gazetatema.net","Albania","European interests, friends and alliances","Serbian President Aleksandar Vucic is going through a number of times. Until now he was happy to manage a balance between Russia and the West, including a majorityling of China and Turkey, which he came up with with an initial majorities in dometic policies by using the Tactical","Russian","Neutral","Political",2022-05-18 09:11:00,TRUE,2022-05-18 09:11:00,0,"Political",1,83,7204260,7204260,0,3,0,1,0,0
"95785",2022-03-10,"en.armradio.am","Armenia","Russian and Ukrainian Foreign Ministers meet in Antalya","The Russian and Ukrainian foreign ministers are meeting for the first time since the start  of Russia’s military operation in Russia. Russian foreign minister Sergei Lavrov and his Ukrainian counterpart, Dmytro Kuleba, are in Antalya, Turkey.Turkish Foreign Minister Mevlut Cavusoglu is present at the meting.","Russian","Neutral","Military",2022-03-10 13:12:00,TRUE,2022-03-10 13:12:00,0,"Military",1,14,1257120,1257120,1,4,1,0,0,0
"39305",2022-03-07,"hvg.hu","Hungary","Only bulletproof vests and helmets are carried with them by voluntary soldiers returning to Ukraine.","There are crowds of refugees waiting at the train station of Przemysl near the Ukrainian border of Poland to board trains to different parts of the country. While many people fleeing behind their homes and families from the bombings, there are also those who, giving up their jobs and security, are going in the opposite direction to Ukraine to fight against the Russians.","Not","Neutral","Other",2022-03-07 12:00:00,FALSE,2022-03-07 07:17:10.070148,0,"Other",1,11,993600,976630.07014823,0,3,0,1,0,0
"47812",2022-04-07,"botasot.info","Kosovo","How did the states vote for Russia's suspension by the UN Human Rights Council?","More now for that vote earlier to suspend Russia from the UN Human Rights Council during a session in New York.The nine and three countries voted in favour of the movement, 24 against and 58 abstained.And among the countries supporting the suspension were the United States, EU countries, Great Britain and, of course, Ukraine itself.Cina, Syria and Belarus were among those who voted against the motion.And India, Egypt and South Africa were among them.","Russian","Neutral","Political",2022-04-07 18:24:00,TRUE,2022-04-07 18:24:00,0,"Political",1,42,3695040,3695040,0,3,0,0,1,0
"60268",2022-07-19,"danas.rs","Serbia","Summit in Tehran amid smoldering tensions: What to know about Putin's trip there?","Putin, Raisi and Erdogan are also scheduled to hold bilateral meetings during which they will discuss everything from the war raging in Ukraine to the nuclear deal Iran struck with world powers in 2015. Russian President Vladimir Putin is scheduled to meet with Iranian colleague Ebrahim Raisi in Tehran on Tuesday.","Russian","Neutral","Political",2022-07-19 07:37:00,TRUE,2022-07-19 07:37:00,0,"Political",1,145,12555420,12555420,0,3,0,0,1,0
"33567",2022-04-30,"novychas.by","Belarus","In Ukraine, they designed a piece of diesel from RB","According to the DBR information, after the incineration they actually did. They ensured the logistics of the raiders in the direction of the Charnigues -- the sum of the Russian troops........................","Russian","Neutral","Military",2022-04-30 14:31:00,TRUE,2022-04-30 14:31:00,0,"Military",1,65,5668260,5668260,0,3,1,0,0,1
"47546",2022-03-01,"botasot.info","Kosovo","Cicci: Sʹ there is a need for panic, markets will be affected, Russia and Ukraine's biggest cereal producers","At Betty Newma's clock in RTV Ora, Professor Ardian Cicci said that there is no need for panic in our country over basic post-war products in Ukraine, and he said that markets will be disturbed by this particular corn situation because Russia and Ukraine are the biggest producers in the world.","Russian","Neutral","Economic",2022-03-01 23:29:00,TRUE,2022-03-01 23:29:00,0,"Economic",1,5,516540,516540,0,3,0,0,1,0
"15308",2021-11-09,"168.am","Armenia","He argues, Arthur David, about citizenship. ""The People.""","The newspaper ""The People"" writes. The newspaper ""The People"" asks two public questions about H.E.","Not","Neutral","Other",2021-11-09 12:00:00,FALSE,2021-11-09 19:19:51.535277,0,"Other",0,-107,-9201600,-9175208.46472335,0,1,1,0,0,0
"89979",2021-11-10,"1lurer.am","Armenia","In Russia, 5751 new cases of corruption were discovered","On November 10, Russia established 5751 new cases of Coronavirus, writing on news.ge page. Last day 3647 people were buried in the country, 78 patients died.","Russian","Neutral","Other",2021-11-10 12:54:08,TRUE,2021-11-10 12:54:08,0,"Other",0,-106,-9111952,-9111952,1,2,1,0,0,0
"62100",2022-03-30,"posta.com.tr","Turkey","Russia's Russian army armory exploded on the Ukrainian border: There are wounded","Four Russian soldiers were injured in an explosion in a Russian military arsenal in Belgorod, Russia, on the Ukrainian border.","Russian","Neutral","Military",2022-03-30 02:20:00,TRUE,2022-03-30 02:20:00,0,"Military",1,34,2946000,2946000,0,3,0,1,0,0
"45305",2022-02-20,"botasot.info","Kosovo","The world on the brink of war!/","Russian President Vladimir Putin and his Mediterranean ally, Alexander Lukashenko, have extended military exercises that were meant to end on Sunday.For this reason, US Secretary of State Antony Blinkn stressed that the situation in eastern Ukraine is deteriorating as Russia is holding 30,000 troops in Belarus, adding to fears that Russia plans the invasion of Ukraine, which shares a long border with Belarus.","Russian","Neutral","Military",2022-02-20 16:27:00,TRUE,2022-02-20 16:27:00,0,"Military",0,-4,-286380,-286380,0,1,0,0,1,0
"14907",2021-09-18,"168.am","Armenia","Putin-Byden's meeting has cost the Swiss authorities more than $10 million","In the Swiss outback, the presidents of Russia and the United States are nearing the end of their work of calculating the overall value of the meeting of Vladimir Putin and Joe Bayden","Russian","Neutral","Other",2021-09-18 12:00:00,FALSE,2021-09-18 15:56:45.605142,0,"Other",0,-159,-13694400,-13680194.3948576,0,1,1,0,0,0
"99025",2022-03-15,"lajme.rtsh.al","Albania","Russia - Ukraine Closes Another Round Without Agreement","The round of talks between Russian and Ukrainian officials has been closed without success.The Ukrainian Presidency Council, Mykhailo Podoliak, said it is very difficult negotiation process.There is contradictions, but there is room for compromises, he said.Podoliak said talks would continue on Wednesday (March 16th). Ukrainian President Volodyyr Zelensky has requested direct meeting with Russian President Vladimir Putin,","Russian","Neutral","Political",2022-03-15 12:00:00,FALSE,2022-03-15 13:41:40.049055,0,"Political",1,19,1684800,1690900.04905534,1,4,0,1,0,0
"74867",2022-03-30,"sb.by","Belarus","Bears: giving up the dollar and the euro as the world &apos; s major reserves does not look like a fantastic prospect","The Russian Vice-President of the Russian Security Council, Dmitry Medvedev, stated that a new financial order would be established in the world, in which the role of the dollar and the euro would weaken.","Russian","Neutral","Economic",2022-03-30 11:00:00,TRUE,2022-03-30 11:00:00,0,"Economic",1,34,2977200,2977200,1,4,1,0,0,1
"14868",2021-09-27,"168.am","Armenia","The Hebrew War Against Russia will result in disaster","Indonesia Turkey, with its supporters not only Adribejan and Virginia, but also its Dr.","Not","Neutral","Military",2021-09-27 12:00:00,FALSE,2021-09-27 12:13:08.183825,0,"Military",0,-150,-12916800,-12916011.8161745,0,1,1,0,0,0
"60209",2022-07-26,"danas.rs","Serbia","Head of Roscosmos: Russia will leave the International Space Station after 2024.","Russia will stop using the International Space Station after 2024, the head of the Russian space agency Roscosmos, Yuri Borisov, announced today. Putin, which was broadcast by television.","Russian","Neutral","Other",2022-07-26 14:59:00,TRUE,2022-07-26 14:59:00,0,"Other",1,152,13186740,13186740,0,3,0,0,1,0
"45998",2022-02-18,"botasot.info","Kosovo","Putin, Lukashenko: Western sanctions illegal but will not kill us","The world will not be able to choke on sanctions, said Belarus leader Alexander Lukashenko, during a meeting with Russian President Vladimir Putin to discuss enhanced co-operation. ""It is difficult with sanctions,"" Lukasenko said, noting that the two countries will resolve the situation together.","Russian","Neutral","Political",2022-02-18 19:04:00,TRUE,2022-02-18 19:04:00,0,"Political",0,-6,-449760,-449760,0,1,0,0,1,0
"8361",2022-03-06,"azeritimes.com","Azerbaijan","Illegal Armenian groups shell Azerbaijani positions in Aghdam","By Vugar Khalilov
Illegal Armenian armed groups have shelled Azerbaijani military positions located in liberated Aghdam, the Defence Ministry reported on March 6. In a statement posted on its website, the ministry said: “Members of the illegal Armenian armed detachment in the territory of Azerbaijan, where the Russian peacekeepers are temporarily stationed, using small arms subjected to fire the Azerbaijan army positions in the direction of the Khidirli and Chukhurmehle settlements of the Aghdam region, and the deployment point of Azerbaijan Army unit at 0840 on March 6.”
The Azerbaijani army units took appropriate retaliatory measures to suppress the opposite side.","Russian","Neutral","Military",2022-03-06 12:00:00,FALSE,2022-03-06 06:36:32.408162,0,"Military",1,10,907200,887792.408162117,0,3,1,0,0,0
"96709",2022-01-20,"eng.belta.by","Belarus","Belarusian president announces he had COVID-19 for second time","MINSK, 20 January (BelTA) – Belarusian President Aleksandr Lukashenko announced that he had COVID-19 again, the Omicron variant this time, as he met with head of Russia's Republic of Tyva Vladislav Khovalyg on 20 January, BelTA informed. “Omicron is an absolutely different variant.","Not","Neutral","Other",2022-01-20 13:51:55,TRUE,2022-01-20 13:51:55,0,"Other",0,-35,-2974085,-2974085,1,2,1,0,0,1
"30326",2021-11-06,"nashaniva.by","Belarus","Belarus has started supplying electricity to Ukraine, but this is not a long-term contract.","According to Minenergo, Belarusian electricity has started to enter the Ukrainian power grid since today. According to the contract, Belarus will supply electricity during November.","Russian","Neutral","Economic",2021-11-06 16:17:55,TRUE,2021-11-06 16:17:55,0,"Economic",0,-110,-9445325,-9445325,0,1,1,0,0,1
"9252",2022-06-01,"azeritimes.com","Azerbaijan","Gazprom confirms complete suspension of gas supplies to Orsted, Shell Energy Europe","Gazprom has confirmed complete suspension of gas supplies to Orsted and Shell Energy Europe (Shell’s European subsidiary) due to failure to pay in rubles, the Russian gas holding said in a statement on Wednesday, Trend reports with reference to TASS.Original Article","Russian","Neutral","Economic",2022-06-01 12:00:00,FALSE,2022-06-01 06:01:34.902379,0,"Economic",1,97,8424000,8402494.90237856,0,3,1,0,0,0
"105708",2021-11-24,"trthaber.com","Turkey","Gazprom: Our time for Moldova expires today","Russian energy company Gazprom's Representative, Sergey Kupriyanov, told reporters in Moscow in the capital that Moldova's payments as part of the gas contract failed. The 48-hour deadline to pay Moldova will end today.","Russian","Neutral","Economic",2021-11-24 15:09:00,TRUE,2021-11-24 15:09:00,0,"Economic",0,-92,-7894260,-7894260,1,2,0,1,0,0
"7754",2022-02-25,"azeritimes.com","Azerbaijan","IAEA expresses concern over Chernobyl plant","The International Atomic Energy Agency (IAEA) is following the situation in Ukraine with grave concern and is appealing for maximum restraint to avoid any action that may put the country’s nuclear facilities at risk, Director General Rafael Mariano Grossi said, Report informs, citing the organization's website. The Director General stressed that the IAEA General Conference – the annual gathering of all the organization’s Member States – adopted a decision in 2009 saying “any armed attack on and threat against nuclear facilities devoted to peaceful purposes constitutes a violation of the principles of the United Nations Charter, international law and the Statute of the Agency”.","Not","Neutral","Other",2022-02-25 12:00:00,FALSE,2022-02-25 01:06:02.163623,0,"Other",1,1,129600,90362.163623333,0,3,1,0,0,0
"21726",2022-05-27,"1in.am","Armenia","Asia for the first time before Europe passed through the Russian fleet","In April, Asia became the first major carrier of the Russian fleet to cross Europe. In this regard, E Bloomberg contacted Kpler's inspectors.","Russian","Neutral","Economic",2022-05-27 12:00:00,FALSE,2022-05-27 20:42:44.797024,0,"Economic",1,92,7992000,8023364.79702449,0,3,1,0,0,0
"73110",2021-09-10,"sb.by","Belarus","Northern Flow 2 completed","Photo: Nord-stream2.com The chairman of the board, Alexey Miller, said that the construction had been completed on Friday, 10 September, at 8.45 ms. It is noted that Gazprom is planning to put the gas pipeline into service before the end of the current year.","Russian","Neutral","Economic",2021-09-10 10:55:21,TRUE,2021-09-10 10:55:21,0,"Economic",0,-167,-14389479,-14389479,1,2,1,0,0,1
"2380",2022-03-20,"panorama.com.al","Albania","Russian elite seeks to bring down Ukrainian Intelligence Putin reveals the scenario: Here's the way he can get out of power.","Ukrainian intelligence has today revealed a possible scenario of the Kremlin leader Vladimir Putin's ouster from his Russian elite.According to the Service at the Ukraine Ministry of Defence, a group of powerful Russian personalities from business and the country's political elite has already begun to develop in Russia, which aims to remove Putin as soon as possible and restore economy and ties with the West, which were destroyed by the imposed sanctions.","Not","Neutral","Political",2022-03-20 20:17:00,TRUE,2022-03-20 20:17:00,0,"Political",1,24,2146620,2146620,0,3,0,1,0,0
"29341",2022-05-17,"golosarmenii.am","Armenia","FT: Food insecurity is more serious than energy","Russia and Ukraine produce 30 per cent of world wheat exports as well as 60 per cent of sunflower oil; at least 26 countries receive more than half of their grain from Russia and/or Ukraine.","Russian","Neutral","Economic",2022-05-17 10:16:00,TRUE,2022-05-17 10:16:00,0,"Economic",1,82,7121760,7121760,0,3,1,0,0,0
"104248",2021-08-25,"rts.rs","Serbia","War raids in Russia, Kamaz and Ural in action - medals for military Serb driver","In individual races, in the category of vehicle ""Ural"" 6x6, silver medals brought the job in which the driver Milosh Fourwich and the director Ivan Milosevic, and the bronze in the category ""Kamaz"" 4x4 won the team.","Russian","Neutral","Military",2021-08-25 12:00:00,FALSE,2021-08-25 10:52:14.878897,0,"Military",0,-183,-15768000,-15772065.1211026,1,2,0,0,1,0
"98538",2022-07-21,"kazpravda.kz","Kazakhstan","Cooperation between Central Asian countries and Russia and China was expressed by Tokaev","Photo: akorda.kz President Kasim-Jomart Tokayev of Kazakhstan, at the Fourth Consultative Meeting of Central Asian Heads of State, proposed the adoption of the Concept of Cooperation among Central Asian States in Multilateral Formats, by the correspondent Kazpravda.kz. According to the President of the Republic of Kazakhstan, the key issue on the agenda remains the strengthening of cooperation in the field of security and diplomacy.","Russian","Neutral","Political",2022-07-21 12:08:10,TRUE,2022-07-21 12:08:10,0,"Political",1,147,12744490,12744490,1,4,1,0,0,1
"47525",2022-03-15,"botasot.info","Kosovo","War in Ukraine/Zqiray: That's how Russia can play its tools, Dodik's Vucinqiqi","Since the war has begun in Ukraine has been talked about the expansion of the European Union and NATO, only this way can be fought by Russia, since on the contrary, it is being warned that there could be both destabilisation of the situation and the Balkans.The publicist, Idriz Zeqiray, in a promotion for today's Bota, in a promonition of PuertoBota today, has said that Russian aggression has shocked the world.","Russian","Neutral","Political",2022-03-15 22:31:00,TRUE,2022-03-15 22:31:00,0,"Political",1,19,1722660,1722660,0,3,0,0,1,0
"67425",2022-04-19,"sozcu.com.tr","Turkey","Russia and Ukraine traded prisoners","Russia and Ukraine made a prisoner exchange. While Russia's 56th day of occupation was concentrated in the east of the country, the two countries reportedly made a prisoner exchange.","Russian","Neutral","Military",2022-04-19 15:49:37,TRUE,2022-04-19 15:49:37,0,"Military",1,54,4722577,4722577,0,3,0,1,0,0
"52614",2022-03-08,"timpul.md","Moldova","The Republic of Moldova does not impose sanctions on Russia.","Statements were made by PAS Oazu Nantoi, in a TV broadcast8.md.Oazu Nantoi believes there is a great difference between US sanctions and Republic of Moldova. ""When I introduce san","Not","Neutral","Political",2022-03-08 10:57:00,TRUE,2022-03-08 10:57:00,0,"Political",1,12,1076220,1076220,0,3,0,0,1,1
