"","date_publish","source_domain","country","title_translated","first_two_sentences","Russian.Involvement","Sentiment","Topic","date_publish_continuous","has_time","date_publish_probabilistic","sentiment_clean","topic_clean","treatment","running","running_continuous","running_probabilistic","state_owned","indicator","csto","nato","neutral","high_russia"
"1302",2022-08-30,"zerkalo.az","Azerbaijan","The United States has handed over arms to Ukraine for counter-attack in the south.","President Joe Biden &apos; s administration handed over to Ukraine for several months arms for a large counter-offensive to free the southern regions from Russian invaders.","Not","Positive","Military",2022-08-30 19:38:28,TRUE,2022-08-30 19:38:28,1,"Military",1,187,16227508,16227508,0,3,1,0,0,0
"10",2021-12-14,"gazetatema.net","Albania","Vitaly Klitschko on front lines: Ready to give my life for Ukraine","Former world champion in boxing Vitaly Klitschko has left behind the mayor's costume in Kiev and has come out in the field in the military's clothing, in defense of the country from Russian aggression. In an interview for German media, Klitschko shows he is ready to fight and give his life for Ukraine and shows that his role at this point is to organise the capital's civil protection.","Russian","Positive","Military",2021-12-14 17:00:36,TRUE,2021-12-14 17:00:36,1,"Military",0,-72,-6159564,-6159564,0,1,0,1,0,0
"3888",2022-02-24,"demokrata.hu","Hungary","The Ukrainian army repelled a Russian attack in Luhansk","On Thursday, the Ukrainian armed forces repelled the Russian attack in the village of Schasztya in Luhanszk county, causing serious losses to the attackers, as well as Ukrainian news portals referring to the Strategic Communication and Strategic Security Center. .We recaptured the village of Shchasztya, which was attacked by the Russian aggressor,","Russian","Positive","Military",2022-02-24 11:21:00,TRUE,2022-02-24 11:21:00,1,"Military",1,0,40860,40860,0,3,0,1,0,0
"7897",2022-07-14,"sb.by","Belarus","The sale of domestic detergents increased severalfold in 2022:","The sale of domestic detergents has increased several times this year, both in the domestic market and in the export market, and the interest has increased rapidly, including because of the unconventional behaviour of foreign corporations in the market in Belarus and Russia, as a result of which trading networks are increasingly prepared to work with more reliable domestic suppliers, and their share in sales and shelves is growing rapidly.","Russian","Positive","Economic",2022-07-14 18:37:53,TRUE,2022-07-14 18:37:53,1,"Economic",1,140,12163073,12163073,1,4,1,0,0,1
"8013",2022-08-16,"sb.by","Belarus","Wolfovich: Belarus is interested in peace in Europe","Belarus is interested in peace in Europe, as stated by the Secretary of State of the Security Council of Belarus, Alexander Wolfovich, speaking today at the X Moscow Conference on International Security, transmits to BELTA a photo from the archives. ""In general, the military and political situation in the world and Europe is undergoing an unprecedented transformation.","Not","Positive","Other",2022-08-16 12:06:19,TRUE,2022-08-16 12:06:19,1,"Other",1,173,14990779,14990779,1,4,1,0,0,1
"9250",2021-11-25,"azertag.az","Azerbaijan","The Moscow Bankel of Ernest, Russia, honors the first session of the Governing Body","The SAVICE Epidemic Society of Russia warms the attention of the first Governing Body and reports that the government in Russia announces this declaration: “Truly, we bless the first of the Governing Body.","Russian","Positive","Other",2021-11-25 17:32:00,TRUE,2021-11-25 17:32:00,1,"Other",0,-91,-7799280,-7799280,1,2,1,0,0,0
"5457",2022-05-25,"danas.rs","Serbia","Putin visited the wounded soldiers, for the first time since the beginning of the war in Ukraine","Today, Russian President Vladimir Putin visited Russian soldiers wounded in Ukraine, for the first time since the beginning of the offensive on that neighboring country three months ago, and called them \""heroes.\"" , asks where they are from, and what their family status is. The soldiers were standing by the bed and their wounds were not visible.","Russian","Positive","Military",2022-05-25 18:15:00,TRUE,2022-05-25 18:15:00,1,"Military",1,90,7841700,7841700,0,3,0,0,1,0
"1819",2021-10-16,"1in.am","Armenia","The inhabitants of Leningrad’s bloc will receive one year’s financial reward during World War I","With regard to the 80th year of creation of ""The Way of Health"", the Russian government has established a ""Protection of Leningrad"" by means of a medal or ""The People of Perished Leningrad"" by means of a cross sign","Russian","Positive","Culture",2021-10-16 12:00:00,FALSE,2021-10-16 15:11:32.008638,1,"Culture",0,-131,-11275200,-11263707.9913619,0,1,1,0,0,0
"3173",2022-05-06,"golosarmenii.am","Armenia","Putin apologized to the Prime Minister of Israel for the words of Lavrov","The Israeli Prime Minister thanked the Russian President for explaining his attitude towards the Jewish people and the memory of the Holocaust, stating in the Kremlin that the President of Russia had recalled that of the 6 million Jews tortured in ghetto and concentration camps killed by the Nazis during the punitive operations, 40 per cent were citizens of the USSR, Naftali Bennett in turn noted the decisive contribution of the Red Army to victory over Nazism.","Russian","Positive","Political",2022-05-06 06:08:00,TRUE,2022-05-06 06:08:00,1,"Political",1,71,6156480,6156480,0,3,1,0,0,0
"3207",2022-06-07,"golosarmenii.am","Armenia","Russia has lifted all restrictions on transport with Armenia.","""To supplement the list of foreign States in respect of which the Russian Federation has lifted the time limits on transport, with the following positions: Republic of Armenia, Kyrgyz Republic"", is stated in the document.","Russian","Positive","Other",2022-06-07 16:44:00,TRUE,2022-06-07 16:44:00,1,"Other",1,103,8959440,8959440,0,3,1,0,0,0
"7205",2022-03-26,"sb.by","Belarus","Parliamentarians have begun active preparations for the Forum of Regions of Belarus and Russia","In just a few months, the IX Forum of the Regions of Belarus and Russia will be held in Grodno. Traditionally, it is held under the auspices of the Council of the Republic of the National Assembly of Belarus and the Council of the Federation of the Federal Assembly of Russia.","Russian","Positive","Political",2022-03-26 09:44:00,TRUE,2022-03-26 09:44:00,1,"Political",1,30,2627040,2627040,1,4,1,0,0,1
"7589",2022-05-06,"sb.by","Belarus","Exchange: On 6 May, the dollar was expensive, the euro, the Yuan and the Russian ruble were sold.","As a result of the recent trade at the Belarusian Monetary Exchange this week, the dollar has been strengthened to the national currency, and the euro, the Yuan and the Russian ruble have become cheaper.............................","Russian","Positive","Economic",2022-05-06 13:21:00,TRUE,2022-05-06 13:21:00,1,"Economic",1,71,6182460,6182460,1,4,1,0,0,1
"8586",2021-09-24,"rs.n1info.com","Serbia","Hungary starts construction of Sputnik V vaccine factory","Hungary has started the construction of a factory for the production of the Russian vaccine against the Crown virus \""Sputnik V\"", which is expected to be completed in the fall of 2022, said the Minister of Foreign Affairs Peter Sijarto. that she did not get the Russian vaccine.","Russian","Positive","Economic",2021-09-24 07:12:42,TRUE,2021-09-24 07:12:42,1,"Economic",0,-153,-13193238,-13193238,0,1,0,0,1,0
"7087",2022-03-16,"sb.by","Belarus","Gazprom continues to supply gas on a regular basis for transit to Europe through Ukraine.","Gazprom continues to supply Russian gas for transit to Europe through the territory of Ukraine on a regular basis, but applications for transit fell by almost 13 per cent, as reported by TASS.","Russian","Positive","Economic",2022-03-16 10:42:28,TRUE,2022-03-16 10:42:28,1,"Economic",1,20,1766548,1766548,1,4,1,0,0,1
"9615",2022-03-04,"eng.belta.by","Belarus","Belarusian Bellegprom interested in cooperation with Russia's Amur Oblast","MINSK, 4 March (BelTA) – The Belarusian state light industry concern Bellegprom is interested in cooperation with Russia's Amur Oblast, BelTA learned from Bellegprom Press Secretary Marina Vaskevich after Bellegprom Deputy Chairman Vadim Lamkov met with Amur Oblast Acting Economic Development and External Relations Minister Yekaterina Kireyeva via a videoconference. According to Yekaterina Kireyeva, Belarusian goods sell well and their quality is appreciated by customers.","Russian","Positive","Economic",2022-03-04 19:29:38,TRUE,2022-03-04 19:29:38,1,"Economic",1,8,761378,761378,1,4,1,0,0,1
"5054",2022-04-07,"timpul.md","Moldova","Little did not reach any proposed objective.Pentagone: Ukraine can win the war against Russia","Russian dictator Vladimir Putin failed to achieve any of his strategic objectives following the declaration of the war in Ukraine. At the same time, Ukraine produces good results and can win the war.","Russian","Positive","Military",2022-04-07 07:54:30,TRUE,2022-04-07 07:54:30,1,"Military",1,42,3657270,3657270,0,3,0,0,1,1
"6181",2022-02-04,"sozcu.com.tr","Turkey","Russia supports US operation in Syria","Russia supports US operations in Syria. Russia's Ministry of Foreign Affairs has expressed support for this operation following the statement that ISIS leader Abu Ibrahim al-Haşimi al-Kuraishi was killed.","Russian","Positive","Military",2022-02-04 00:28:08,TRUE,2022-02-04 00:28:08,1,"Military",0,-20,-1726312,-1726312,0,1,0,1,0,0
"4444",2022-06-03,"rus.azattyq.org","Kazakhstan","Russian journalist Nevzorov and his wife were granted Ukrainian citizenship","Russian journalist Alexander Nevzorov and his wife Lydia were granted Ukrainian citizenship, signed by the President of the country, Vladimir Zelensky, and announced on television the adviser to the head of the Ukrainian Ministry of Internal Affairs, Anton Gerashchenko. According to him, the citizenship of the Nevzorov and his wife was granted ""for outstanding service to the country.""","Russian","Positive","Culture",2022-06-03 12:00:00,FALSE,2022-06-03 16:49:40.363521,1,"Culture",1,99,8596800,8614180.36352134,0,3,1,0,0,1
"603",2021-11-06,"azeritimes.com","Azerbaijan","Russian official: Azerbaijan timely provided necessary tools to combat COVID-19","By Trend
Azerbaijan was able to timely provide the necessary tools to combat the COVID-19 pandemic, former Secretary of State and First Deputy Prime Minister of Russia Gennady Burbulis said on the panel session on the topic ""Assessing Western Balkans: The Way Forward"" within the framework of the VIII Global Baku Forum titled ""The World after COVID-19"", Trend reports. ""The leadership of Azerbaijan is taking important steps in these directions.","Russian","Positive","Culture",2021-11-06 12:00:00,FALSE,2021-11-06 13:46:05.038647,1,"Culture",0,-110,-9460800,-9454434.96135306,0,1,1,0,0,0
"6942",2021-12-02,"sb.by","Belarus","Russian tennis players went to Davis Cup semi-finals.","Russia's tennis players beat Sweden with a 2-0 score and were the last participants in the semi-final stage of the Davis Cup, which is taking place in Madrid, reports BELTA reporter. To win, the Russians only needed two single fights.","Russian","Positive","Culture",2021-12-02 23:12:56,TRUE,2021-12-02 23:12:56,1,"Culture",0,-84,-7174024,-7174024,1,2,1,0,0,1
"10687",2022-03-06,"trthaber.com","Turkey","""He came from 52 countries voluntarily to fight.""","At an online press conference, Ukrainian Foreign Minister Dmitro Kuleba said the world is on the side of Ukraine today."" Experienced veterans and volunteers from 52 countries are coming to us.","Russian","Positive","Military",2022-03-06 18:51:00,TRUE,2022-03-06 18:51:00,1,"Military",1,10,931860,931860,1,4,0,1,0,0
"3563",2022-02-25,"168.hu","Hungary","Lajos Kósa doesn't understand why the Russians are being attacked.","Gyurcsány's poodle dog also occurred to him. I also find it strange that someone not expressing solidarity with the Ukrainians in this situation, but is attacking the Russians.","Russian","Positive","Culture",2022-02-25 22:23:00,TRUE,2022-02-25 22:23:00,1,"Culture",1,1,166980,166980,0,3,0,1,0,0
"9920",2021-10-06,"kazpravda.kz","Kazakhstan","It's a great Astana victory!","For those who do not remember or know at all, let us recall that the single league of the VTB is a basketball tournament created in 2008 in conjunction with the WTB Bank and the Russian Basketball Federation, which unites the clubs of Eastern and Northern Europe, which is the official competition of the International Basketball Federation (FIBA) and also has the status of Russia (the title of champion of dos).","Russian","Positive","Other",2021-10-06 07:00:00,TRUE,2021-10-06 07:00:00,1,"Other",0,-141,-12157200,-12157200,1,2,1,0,0,1
"8485",2022-04-04,"kosova-sot.info","Kosovo","Russia makes it a favourable 52 countries","Russia has said it will ease its ban on the town's Framework-19 travel for 52 countries that did not join the last wave of Western sanctions against Moscow, according to the TASS, a Russian news agency. The flights will resume directly and from Argentina, South Africa and other friendly countries, Prime Minister Mikhail Mousustin said, referring to nations not joining the wave of Western sanctions on Moscow following the invasion of Moscow.","Russian","Positive","Economic",2022-04-04 17:10:57,TRUE,2022-04-04 17:10:57,1,"Economic",1,39,3431457,3431457,0,3,0,0,1,0
"4907",2021-10-28,"publika.md","Moldova","EMPLOYMENT IN THE RUSSIAN CENTURY OF RUSSIA. A prisoner and his lover of freedom have married (FOTO)","They were married in prison. A prisoner of the Russian prison and his prison sentence of liberty said ""Yes"" in front of the officer of the Old Civil Service.Even if the marriage was registered in prison, it did not differ from one of them.","Russian","Positive","Culture",2021-10-28 14:43:57,TRUE,2021-10-28 14:43:57,1,"Culture",0,-119,-10228563,-10228563,0,1,0,0,1,1
"2683",2022-08-23,"azatutyun.am","Armenia","Russian Troops Reassure Karabakh Leaders Over New corridor To Armenia","The five-kilometre-wide Lachin corridor became Karabakh's sole overland link to Armenia following the 2020 era. Armenian forces pushed out of the rest of the world Lachin district under the terms of the Russian-brokered cessefier that stopped the six-week hostilities..","Russian","Positive","Military",2022-08-23 15:33:53,TRUE,2022-08-23 15:33:53,1,"Military",1,180,15608033,15608033,0,3,1,0,0,0
"2146",2022-06-02,"1in.am","Armenia","RD has announced that EU sanctions against Russia will not remain in place.","Russia will not leave any means of punishment for the Eurasia.","Russian","Positive","Political",2022-06-02 12:00:00,FALSE,2022-06-02 18:35:25.779303,1,"Political",1,98,8510400,8534125.77930307,0,3,1,0,0,0
"10534",2022-08-31,"rts.rs","Serbia","Sahara Gorbachov on Saturday","The last President of the Soviet Union, Michael Gorbachov, passed on Tuesday in the 92nd year following a serious illness.Commercial Gorbachev will take place in a sealed Court of the Moscow Union House, Russian newsmans reported:","Russian","Positive","Culture",2022-08-31 12:00:00,FALSE,2022-08-31 11:44:41.316651,1,"Culture",1,188,16286400,16285481.3166509,1,4,0,0,1,0
"2772",2021-10-07,"golosarmenii.am","Armenia","Putin discussed with Aliev the situation in the region","""Underscoring the successful development of Azerbaijani-Russian bilateral friendly relations in various fields, the Heads of State expressed confidence in the further strengthening of cooperation and exchanged views on the prospects for communication, during which the situation in the region was discussed during the telephone conversation"", the report states.","Russian","Positive","Political",2021-10-07 13:48:00,TRUE,2021-10-07 13:48:00,1,"Political",0,-140,-12046320,-12046320,0,1,1,0,0,0
"4383",2022-05-27,"kaztag.kz","Kazakhstan","The EEC announced it's support of Putin's idea on the Greater Eurasian Partnership","Almaty. May 27.","Russian","Positive","Political",2022-05-27 12:00:00,FALSE,2022-05-27 14:59:40.844459,1,"Political",1,92,7992000,8002780.84445906,0,3,1,0,0,1
"9731",2022-05-23,"eng.belta.by","Belarus","Lukashenko thanks West for giving stimulus to development","SOCHI, 23 May (BelTA) – The sanctions of the West gave Belarus and Russia an additional incentive to promote their own development, Belarusian President Aleksandr Lukashenko said as he met with his Russian counterpart Vladimir Putin in Sochi, BelTA has learned. “As far as the economy is concerned, I really thank them for giving us an impetus to promote our own development.","Russian","Positive","Economic",2022-05-23 15:31:05,TRUE,2022-05-23 15:31:05,1,"Economic",1,88,7659065,7659065,1,4,1,0,0,1
"8996",2022-04-04,"1lurer.am","Armenia","Matthew’s relationship with Russia and Haiti was vital","The President of the Russian Dachna Council, Valentina Matwinenko, expressed confidence that good relations between Russia and Haiti would continue to be strengthened: genuine peace, justice and prosperity","Not","Positive","Other",2022-04-04 15:06:16,TRUE,2022-04-04 15:06:16,1,"Other",1,39,3423976,3423976,1,4,1,0,0,0
"135",2022-03-06,"panorama.com.al","Albania","Tens of thousands of citizens go out to protest.","In many cities of Germany again tens of thousands of people have staged protests against the Russian attack on Ukraine, in manifestations and demonstrations participants expressed their solidarity with the people in Ukraine involved in fighting.Just in Hamburg, according to police data, as many as 30,000 people protested.In the banners were placards with calls: stop Putin stop wary or put peace on it.","Not","Positive","Culture",2022-03-06 16:44:00,TRUE,2022-03-06 16:44:00,1,"Culture",1,10,924240,924240,0,3,0,1,0,0
"7052",2022-02-22,"sb.by","Belarus","Nikolai Shchetkin: Belarus and Russia have become the foreground for the preservation of Slavic peace and global security","The information-psychological operation carried out over the years against the Federal State and Russia's response have become a red line for the collective West. The decision of Russia's highest political leadership opened up a new reality in the architecture of international relations and became the prologue of Russia's strategic initiative to reject Ukraine's subjectity.","Russian","Positive","Political",2022-02-22 16:44:25,TRUE,2022-02-22 16:44:25,1,"Political",0,-2,-112535,-112535,1,2,1,0,0,1
"2547",2022-02-14,"azatutyun.am","Armenia","Russian, Armenian Officials Again Discussion Talks With Turkey","Rubinian, who represents Armenia in the negotiations, had already spoken with Russia's MPy Foreign Minister Andrei Rudenko head of his first meeting with Turkish negotiator Serdar Kilic held in Moscow on January 14. Ankara and Yerevan described that meeting as “positive and constructive.”","Russian","Positive","Political",2022-02-14 17:59:01,TRUE,2022-02-14 17:59:01,1,"Political",0,-10,-799259,-799259,0,1,1,0,0,0
"10614",2021-12-08,"trthaber.com","Turkey","Kremlin: Putin enjoyed the format of his meeting with Biden","""In fact, the format of this meeting is quite clear. At least, Putin liked it,"" said Peskov, who reminded reporters in Moscow that Putin met with Biden yesterday on the video conference method.","Russian","Positive","Other",2021-12-08 16:37:00,TRUE,2021-12-08 16:37:00,1,"Other",0,-78,-6679380,-6679380,1,2,0,1,0,0
"444",2022-06-10,"abzas.org","Azerbaijan","Putin compared himself to Peter the Great: ""It seems that it is our lot to return and become stronger.""","Russian President Vladimir Putin called the return of Russian lands his mission and compared himself to Peter the Great. V. Putin spoke about this in a meeting with young entrepreneurs and scientists after visiting the exhibition dedicated to the Russian emperor on June 9.","Russian","Positive","Culture",2022-06-10 12:00:00,FALSE,2022-06-10 17:24:16.052063,1,"Culture",1,106,9201600,9221056.05206323,0,3,1,0,0,0
"1923",2022-01-08,"1in.am","Armenia","Israel has allowed Sputnik V to enter the country","The Israeli government has allowed the entry of employees authorized by Sputnik V since 9 January. According to RIA Noosti, this has been announced by Israel's Russian invasion of Israel.","Russian","Positive","Health",2022-01-08 12:00:00,FALSE,2022-01-08 22:59:05.119624,1,"Other",0,-47,-4017600,-3978054.88037562,0,1,1,0,0,0
"10227",2022-06-03,"magyarnemzet.hu","Hungary","Ukrainian citizenship requested by a Russian opposition journalist","Ukrainian citizenship was requested by Russian opposition journalist Alexander Nevzorov, who published this on the Telegram messaging app on Friday.I am on the victim's side. I am very grateful to Ukraine's exhausted, desperate, bleeding people for receiving me,' wrote the journalist on Telegram.","Russian","Positive","Political",2022-06-03 14:43:52,TRUE,2022-06-03 14:43:52,1,"Political",1,99,8606632,8606632,1,4,0,1,0,0
"2899",2022-01-26,"golosarmenii.am","Armenia","The unicorns ask the Government to assist the DNR and the LND in the supply of military goods","""The scenario in Ukraine resembles a return to Nazism and banditry, and we are concerned about protecting the lives of Russian citizens and compatriots living in the territory of the DNR and the LND,"" he said, transmitting RIA News.","Russian","Positive","Military",2022-01-26 18:27:00,TRUE,2022-01-26 18:27:00,1,"Military",0,-29,-2439180,-2439180,0,1,1,0,0,0
"7301",2022-04-20,"sb.by","Belarus","Petrovsky: Denationalization and demilitarization for Ukraine are objectively necessary","The fact that Ukrainian nationalists are tearing down monuments to Soviet soldiers, tearing down street signs with Russian names and engaging in blatant terror against dissenters is like ""The Night of Long Knifes"" in Germany, according to political scientist Peter Petrovsky.......................","Russian","Positive","Political",2022-04-20 17:45:00,TRUE,2022-04-20 17:45:00,1,"Political",1,55,4815900,4815900,1,4,1,0,0,1
"9103",2022-02-26,"agenda.ge","Georgia","Georgian footballer Beka Mikeltadze pays tribute to Ukraine after scoring in Australia","Georgian football player Beka Mikeltadze paid tribute to Ukraine amid Russia's military attack on the country after scoring from a penalty spot for his club Newcastle Jets in Australia on Saturday. The 24-year-old athlete unveiled a T-shirt bearing a hand-drawn Ukrainian flag after scoring a goal against Macarthur FC in the A-league series, before the match finished in a 2-2 draw.","Not","Positive","Culture",2022-02-26 18:19:00,TRUE,2022-02-26 18:19:00,1,"Culture",1,2,238740,238740,1,4,0,0,1,1
"6163",2022-02-27,"sozcu.com.tr","Turkey","The Ukrainian Embassy shared: Friend appears on a dark day","The Ukrainian Embassy shared: Friendly land day will be revealed. Ukraine's Embassy in Turkey shared humanitarian aid supplies sent to the embassy through its social media account and said, ""A friend can be seen on a black day.""","Not","Positive","Other",2022-02-27 09:36:45,TRUE,2022-02-27 09:36:45,1,"Other",1,3,293805,293805,0,3,0,1,0,0
"7003",2022-02-03,"sb.by","Belarus","Lukashenko: Minsk and Moscow face major, ambitious challenges",".................................................","Russian","Positive","Political",2022-02-03 10:51:34,TRUE,2022-02-03 10:51:34,1,"Political",0,-21,-1775306,-1775306,1,2,1,0,0,1
"7475",2022-05-19,"sb.by","Belarus","Deputy Commander of the Azov Nazion Palamar surrendered to the Russian forces","The deputy commander of the Ukrainian battalion ""Azov"", Saintoslav Palamar (Kalina), surrendered in captivity, which was written in his Telegram channel by military correspondent Dmitry Steshin.","Russian","Positive","Military",2022-05-19 12:10:54,TRUE,2022-05-19 12:10:54,1,"Military",1,84,7301454,7301454,1,4,1,0,0,1
"24",2022-04-25,"gazetatema.net","Albania","US promises new hed to Ukraine in fight against Russia","Top American executives professored Ukrainian President Voldymyr Zelensky hundreds of millions of dollars in new air burning the highest-level U.S. Visitors to Ukraine since the start of the Russian invasion two months foreign, while the British said Monday that Moscow has yet to see","Russian","Positive","Military",2022-04-25 08:03:00,TRUE,2022-04-25 08:03:00,1,"Military",1,60,5212980,5212980,0,3,0,1,0,0
"3588",2022-03-02,"168.hu","Hungary","Video: The Ukrainians wrote a praise song for the Turkish-made drone","""Bayraktar"" -- a praising song written for the Turkish-made drone Bayraktar -- is celebrated by a Ukrainian man. The drone is celebrated because during the Russian-Ukrainian war, thanks to its advanced military equipment, the Ukrainian forces were able to destroy several Russian columns.","Not","Positive","Military",2022-03-02 08:59:00,TRUE,2022-03-02 08:59:00,1,"Military",1,6,550740,550740,0,3,0,1,0,0
"6176",2022-02-14,"sozcu.com.tr","Turkey","Despite the Russian-Ukraina tensions in tourism, hopes are high","Despite the Russian-Ukraine tensions, hopes are high. In spite of the possible risks of tension between Ukraine and Russia, tourism sector representatives hope to reach pre-pandemic figures this season.","Russian","Positive","Culture",2022-02-14 15:27:46,TRUE,2022-02-14 15:27:46,1,"Culture",0,-10,-808334,-808334,0,1,0,1,0,0
"9883",2022-08-05,"eng.belta.by","Belarus","Opinion: Partition of Rzeczpospolita gave Belarusians chance to unite with Russian people","MINSK, 5 August (BelTA) - This year marks the 250th anniversary of the first partition of the Polish-Lithuanian Commonwealth (Rzeczpospolita), which included the lands of modern Belarus, political expert Vadim Yelfimov told BelTA while commenting on this historic event . According to him, the first partition of Rzeczpospolita was also the last for the then Poland.","Russian","Positive","Culture",2022-08-05 10:07:26,TRUE,2022-08-05 10:07:26,1,"Culture",1,162,14033246,14033246,1,4,1,0,0,1
"5777",2021-08-26,"sabah.com.tr","Turkey","Turkey, Russia run various projects for ground forces equipment","Rosoboronexport's statement included an assessment of some projects between Russia and Turkey. ""Rosoboronexport, along with its Turkish partners, is conducting several promising projects to develop equipment for the ground forces.","Russian","Positive","Military",2021-08-26 16:39:56,TRUE,2021-08-26 16:39:56,1,"Military",0,-182,-15664804,-15664804,0,1,0,1,0,0
