"","date_publish","source_domain","country","title_translated","first_two_sentences","Russian.Involvement","Sentiment","Topic","date_publish_continuous","has_time","date_publish_probabilistic","sentiment_clean","topic_clean","treatment","running","running_continuous","running_probabilistic","state_owned","indicator","csto","nato","neutral","high_russia"
"11424",2022-01-07,"demokrata.hu","Hungary","Sputnik Light's vaccine shipment has arrived in Hungary","Eighty doses of Sputnik Light Russian coronal virus vaccine have arrived in Hungary to allow experts from the National Centre for Public Health to start the necessary tests, which will allow them to open the trade negotiations as well. On Friday, Péter Szijjártó, Minister of Foreign Affairs and Trade announced that one of the biggest successes of last year's extremely difficult year was the Hungarian-Russian vaccine cooperation, thanks to which almost one million people were","Russian","Positive","Other",2022-01-07 12:48:00,TRUE,2022-01-07 12:48:00,1,"Other",0,-48,-4101120,-4101120,0,1,0,1,0,0
"1057",2022-06-16,"panorama.com.al","Albania","Two American veterans from Alabama figure missing in Ukraine","BERMINGHAM, Alabama two American war veterans from the state of Alabama who were in Ukraine to help in the war against Russia, have not contacted their relatives for several days and have disappeared, said on Wednesday an assistant to the wicked of this state. Andy Tai Ngoc Huynh, 27, from Trinity and Alexander Drake, 39 years old from Tucalsoo.","Not","Neutral","Other",2022-06-16 21:49:00,TRUE,2022-06-16 21:49:00,0,"Other",1,112,9755340,9755340,0,3,0,1,0,0
"3766",2022-08-14,"zerkalo.az","Azerbaijan","The Baku-Moscow aircraft returned to the airport for technical reasons","The captain of the Azerbaijani Airlines (AZAL) flight J2 807 Baku Moscow (Vnukovo airport) decided to return to the airport for technical reasons. According to APA, it was reported by the ZAO press service, Azerbaijan Airlines.","Not","Neutral","Other",2022-08-14 06:50:35,TRUE,2022-08-14 06:50:35,0,"Other",1,171,14799035,14799035,0,3,1,0,0,0
"30404",2022-03-15,"moldova-suverana.md","Moldova","Abundant situations in the war in Ukraine","If your grandparents told you in childhood about the thefts of Russian soldiers during World War II, you would say that history is repeating. An former Ukrainian government official published photos that would have belonged to the Russian military.","Russian","Neutral","Other",2022-03-15 18:24:00,TRUE,2022-03-15 18:24:00,0,"Other",1,19,1707840,1707840,1,4,0,0,1,1
"21725",2021-09-09,"sb.by","Belarus","Which gives the Federal State to the citizens of Belarus and Russia","Belarusians and Russians may be in the second country of the Federal State without registration for 90 days. Citizens of both countries, regardless of their place of residence (residence), also have the right freely to enter, leave, stay, transit, move and choose their place of residence in Belarus or Russia, with the exception of places for which a special permit is required under national law, on the basis of valid documents without migration.","Russian","Positive","Other",2021-09-09 08:01:00,TRUE,2021-09-09 08:01:00,1,"Other",0,-168,-14486340,-14486340,1,2,1,0,0,1
"23085",2022-06-03,"sb.by","Belarus","The Grand Setun Plaza business centre is on fire in Moscow.","The fire hit the Grand Setun Plaza business center in the west of Moscow, and the fire is seen from the first floor to the fourth floor of the building.","Russian","Neutral","Other",2022-06-03 09:57:59,TRUE,2022-06-03 09:57:59,0,"Other",1,99,8589479,8589479,1,4,1,0,0,1
"21981",2021-11-02,"sb.by","Belarus","In Russia, we have a new maximum of coronavirus deaths.",".................................................","Russian","Negative","Other",2021-11-02 11:59:00,TRUE,2021-11-02 11:59:00,-1,"Other",0,-114,-9806460,-9806460,1,2,1,0,0,1
"22210",2022-01-18,"sb.by","Belarus","Four Russians were injured in an accident in Dominica","Four Russian citizens were injured in the accident in Dominica. TASS wrote about it.","Russian","Neutral","Other",2022-01-18 16:59:39,TRUE,2022-01-18 16:59:39,0,"Other",0,-37,-3135621,-3135621,1,2,1,0,0,1
"16849",2021-11-12,"danas.rs","Serbia","A Spacex capsule transported the new crew to the International Space Station","The SpaceX capsule with four astronauts arrived today at the International Space Station (MSS), where the astronauts will stay until spring. The capsule traveled 21 hours from NASA's Kennedy Space Center to the station.","Not","Neutral","Other",2021-11-12 08:28:40,TRUE,2021-11-12 08:28:40,0,"Other",0,-104,-8955080,-8955080,0,1,0,0,1,0
"12267",2022-04-03,"index.hu","Hungary","During the Russian-Ukrainian war, conservationists became enemies.","One of the oldest and largest wildlife NGOs in Belarus has stopped working after being accused of exorbitant activities. Former employees of BirdLife Belarus (APB) are suspected of trying to destabilize the country's political life under the cover of bird protection.","Not","Neutral","Other",2022-04-03 12:00:00,FALSE,2022-04-03 12:07:17.717106,0,"Other",1,38,3326400,3326837.71710587,0,3,0,1,0,0
"10548",2022-03-02,"168.hu","Hungary","The number of refugees from Ukraine approaching one million","Approximately 874 026 people have so far fled from Ukraine due to the Russian attack launched on 24 February. More than half of the refugees, 51.9%, went to Poland, and the second most refugees, according to the United Nations estimates 116 thousand people (13.3) have left Hungary....","Russian","Negative","Other",2022-03-02 18:58:00,TRUE,2022-03-02 18:58:00,-1,"Other",1,6,586680,586680,0,3,0,1,0,0
"5481",2021-10-24,"1in.am","Armenia","Russia is trying to restore the city’s state of affairs.","On October 15th, the Russian Orthodox Church decided to form the subject in Haiti. The bishop will be subject to six churches operating in Eurasian, Gymeria and Vanuatu.","Russian","Neutral","Other",2021-10-24 12:00:00,FALSE,2021-10-24 13:33:02.132686,0,"Other",0,-123,-10584000,-10578417.8673136,0,1,1,0,0,0
"31287",2021-08-25,"trthaber.com","Turkey","Russia will accept about 1,000 Afghans on condition","""The Afghans who are applying for Russian embassy in Kabul are in four categories. These are those who have Russian passports, those who have a residence permit and those who have a residence permit in Russia and those who have Russian passports.","Russian","Neutral","Other",2021-08-25 16:33:00,TRUE,2021-08-25 16:33:00,0,"Other",0,-183,-15751620,-15751620,1,2,0,1,0,0
"23505",2022-08-03,"sb.by","Belarus","The Belarus tank biathlon coach explained how the military was selected for the competition.","Today, under Moscow, the technical part of the Belarusian national tank biathlon team, the most spectacular competition of the Army's international games, like the military Olympics themselves, was launched the following week. On TV channel, the Belarus tank biathlon coach Sergei Mihno said that the selection of troops for the competition had begun in January.","Not","Neutral","Other",2022-08-03 17:33:00,TRUE,2022-08-03 17:33:00,0,"Other",1,160,13887180,13887180,1,4,1,0,0,1
"16192",2022-08-25,"timpul.md","Moldova","VIDEO/ Images very strange from Dariai Dughina's preview. ""Did I write open for someone thrown into the air and burned in a car?""","On the morning of March 23rd, Russian TV broadcasts images from the Dughina Dughina Square, the young man died after the car in which he landed on the Moscow border on August 20th.Francis Scarr, a British journalist from B","Russian","Neutral","Other",2022-08-25 06:29:21,TRUE,2022-08-25 06:29:21,0,"Other",1,182,15748161,15748161,0,3,0,0,1,1
"31002",2022-03-12,"rts.rs","Serbia","The Russian family from Shumaday took care of Ukrainian refugees","Manmar with three and Anna Nižegordov with two children after the first explosion and several hours spent at the shelter left Kiev, although they didn't want to.","Russian","Positive","Other",2022-03-12 12:00:00,FALSE,2022-03-12 07:37:30.873055,1,"Other",1,16,1425600,1409850.87305546,1,4,0,0,1,0
"17189",2022-03-22,"danas.rs","Serbia","In Russia, up to 15 years in prison for false news about Russian state bodies abroad","Today, the Russian State Duma adopted a law which in the future will be punished by imprisonment for up to 15 years for false news (fake) about the work of Russian state bodies abroad. The Duma unanimously, in all three readings, adopted this law on criminal responsibility \""Public dissemination of obviously false information as true about the exercise of the powers of the state bodies of the Russian Federation abroad in order to protect the interests of Russia and its citizens, support international peace and security, threatens a fine or imprisonment for up to three years, it is stated along","Russian","Neutral","Other",2022-03-22 14:58:00,TRUE,2022-03-22 14:58:00,0,"Other",1,26,2300280,2300280,0,3,0,0,1,0
"9788",2022-06-02,"nashaniva.by","Belarus","""A lot of Germans ask me when Russia will enter Berlin on tanks.""","""Very many Germans would like to leave Germany,"" quote SMI's ""German journalist"" Alina Lip, who promotes propaganda for the crisis in Donbass, the war in Ukraine, and Russianophobia in Germany. ""Nasa Niiva"" asked her about her personality.","Russian","Negative","Other",2022-06-02 21:02:11,TRUE,2022-06-02 21:02:11,-1,"Other",1,98,8542931,8542931,0,3,1,0,0,1
"14587",2022-04-16,"botasot.info","Kosovo","American Officials: Mosvka ship was hit by two Ukrainian missiles","As reported earlier, American officials, speaking anonymously, say they believe that the Russian cruiser was hit by two Ukrainian Neptun missiles and had Russian victims when the ship was flooded, Russia says Moscow, the flag of the Russian Black Sea fleet, was flooded after a fire on board, reports the BBC, the World Warship with 510 crews today was a symbol of Russia's military power, leading its naval attack.","Russian","Neutral","Other",2022-04-16 08:57:00,TRUE,2022-04-16 08:57:00,0,"Other",1,51,4438620,4438620,0,3,0,0,1,0
"2801",2022-02-24,"turan.az","Azerbaijan","Russia-Ukraine war. Who is Azerbaijan with? Şahin Jafarli Difficult question","Russia-Ukraine war. Who is Azerbaijan with?","Not","Neutral","Other",2022-02-24 14:47:01,TRUE,2022-02-24 14:47:01,0,"Other",1,0,53221,53221,0,3,1,0,0,0
"726",2022-03-17,"panorama.com.al","Albania","UNI Confirmed, an American citizen lost his life in Ukraine today during bombing by Russia","The confirmation comes after local reports that an American citizen had lost his life during a Russian attack on the northern Ukrainian city of Ukraine, Chernihiv. An American State Department spokesman confirmed the death of a citizen Thursday, but did not further comment on the circumstances of the event.Yes, Chernihiv regional police today said authorities were running the consequences of the enemy bombing.","Russian","Negative","Other",2022-03-17 19:45:00,TRUE,2022-03-17 19:45:00,-1,"Other",1,21,1885500,1885500,0,3,0,1,0,0
"12551",2022-02-03,"caravan.kz","Kazakhstan","In the Russian Federation, 7,656 people - Caravan News - became ill with coronavirus in the last 24 hours.","This is reported by Caravan.kz with reference to coronavirus 2020.kz in terms of regions: Nur Sultan, 907; Almaty, 1,549; Schimkent, 75; Akmolinsk, 607; Akmubinsk region, 247; Almaty, 358; Atyrau, 149; East Kazakhstan, 310; Jam","Russian","Neutral","Other",2022-02-03 12:00:00,FALSE,2022-02-03 09:47:05.121908,0,"Other",0,-21,-1771200,-1779174.87809181,0,1,1,0,0,1
"731",2022-03-09,"panorama.com.al","Albania","Mt 2 ml of refugees expelled from Ukraine/ UN: Now is the time to offer help on borders","According to the United Nations, more than 2 million people have left Ukraine from the launch of the Russian attack on February 24th. The UN Agency for Refugees has said that the focus should now be on offering aid to refugees at the border, the Reuters news agency reported.","Russian","Neutral","Other",2022-03-09 11:16:00,TRUE,2022-03-09 11:16:00,0,"Other",1,13,1163760,1163760,0,3,0,1,0,0
"31459",2022-01-27,"trthaber.com","Turkey","Lifes torn apart by rockets in Ukraine","The family started the day as every morning when Tatyana was preparing breakfast in the kitchen, while his wife Stanislav went out to exercise. The rockets that the pro-Russian separatists fired were the end of their love for nearly 30 years, when they were 11 years old.","Russian","Negative","Other",2022-01-27 11:10:00,TRUE,2022-01-27 11:10:00,-1,"Other",0,-28,-2379000,-2379000,1,2,0,1,0,0
"22403",2022-02-25,"sb.by","Belarus","Federal parliamentarians will review progress in drafting SU security programmes","A meeting of the Parliamentary Assembly Commission on Security, Defence and Crime Control will be held in Minsk and Moscow on 1 March and will take the form of a videoconference, which is available on the website of the Parliamentary Assembly of the Union of Belarus and Russia.","Russian","Neutral","Other",2022-02-25 11:53:00,TRUE,2022-02-25 11:53:00,0,"Other",1,1,129180,129180,1,4,1,0,0,1
"15836",2021-12-24,"timpul.md","Moldova","VIDEO/ Two people died in a fire at an intensive COVID treatment section in Russia","According to the local unit of the Ministry of Emergency, the fire was announced at 10:07 (06:07 GMT) and was quickly controlled, read Digi24.Representative of the Commission of Investigation, responsible for such investigations in Russia, the information received","Russian","Neutral","Other",2021-12-24 09:55:00,TRUE,2021-12-24 09:55:00,0,"Other",0,-62,-5321100,-5321100,0,1,0,0,1,1
"14434",2022-03-09,"botasot.info","Kosovo","The Chernobyl plant undergoes complete darkness, alerts to radiation disaster, Ukraine seeks ceasefire","(met 17:14) Ukrainian MP posts videos of Ukrainian Maternity and Child Hospital Dmytro Gurin has posted on Twitter a video of Marioupolis hospital that is said to have been hit by a Russian attack, and Stone said that ""there was still no information about children and newborns.""","Russian","Negative","Other",2022-03-09 06:40:00,TRUE,2022-03-09 06:40:00,-1,"Other",1,13,1147200,1147200,0,3,0,0,1,0
"24079",2022-05-22,"ambebi.ge","Georgia","\""I will start my story from the moment ...\"" The maternity bombing and the way to the Russian-controlled territory - a woman who has become a symbol of war tells a paid story","Mariana Vyshemirskaya - a woman from Mariupol whose photo was seen all over the world and who became a symbol of the Russian invasion of Ukraine, the brutality of the war - pregnant Mariana was in the maternity ward at the time of the Russian bombing. Fortunately, she survived and gave birth to a child.","Russian","Negative","Other",2022-05-22 13:05:00,TRUE,2022-05-22 13:05:00,-1,"Other",1,87,7563900,7563900,0,3,0,0,1,1
"12853",2022-04-01,"diapazon.kz","Kazakhstan","The Kazakhs will not need a PCR test on entering Russia.","This is stated in Decision No. 10 of the Russian Federation &apos; s chief public health doctor of 30 March 2022.","Russian","Positive","Other",2022-04-01 12:00:00,FALSE,2022-04-01 20:07:58.538629,1,"Other",1,36,3153600,3182878.53862858,0,3,1,0,0,1
"23705",2022-08-30,"zviazda.by","Belarus","Secrets and discoveries","The Disruption Seeds.A dietologist, a member of the National Association of Dietologists and Nutrisiologists, Marin Makisha, warned Russians about the dangers of sunflower seeds. Expert explained that the problem was their high calories.","Russian","Neutral","Health",2022-08-30 15:54:04,TRUE,2022-08-30 15:54:04,0,"Other",1,187,16214044,16214044,1,4,1,0,0,1
"7276",2022-03-16,"aravot.am","Armenia","That's Papian. ""101 years ago, a document was signed in Moscow, which came into history with a sad name of Moscow.""","I know the national flag and the Modus Vivende Centre today on the theme ""Mosquito's Constitution (16 March 1921) before the Moloto-Ribentrop Pect Moloto-Ribentrop""","Russian","Neutral","Other",2022-03-16 12:00:00,FALSE,2022-03-16 11:45:26.702401,0,"Other",1,20,1771200,1770326.70240116,0,3,1,0,0,0
"1880",2021-10-11,"azeritimes.com","Azerbaijan","Azerbaijani, Russian, Armenian religious leaders to meet in Moscow","By Vafa Ismayilova
The Azerbaijani, Russian and Armenian religious leaders are expected to meet in Russia, Sputnik Azerbaijan reported on October 11. Chairman of the Caucasus Muslims Office Sheikh-ul-Islam Allahshukur Pashazade is on a visit to Russia between October 11-14 at the invitation of the Patriarch of Moscow and All Russia Kirill, the press service of the Caucasus Muslims Office was quoted as saying.","Russian","Neutral","Other",2021-10-11 12:00:00,FALSE,2021-10-11 12:35:00.768632,0,"Other",0,-136,-11707200,-11705099.2313683,0,1,1,0,0,0
"9084",2021-09-30,"nashaniva.by","Belarus","The first head of the SC told how the criminal case was moved to replace the state flag with the white-white flag in Russia.","This incident took place on May 24 the next day after the incident with the Reynolds of Afina, who had been settled in Minsk.","Russian","Neutral","Other",2021-09-30 11:33:00,TRUE,2021-09-30 11:33:00,0,"Other",0,-147,-12659220,-12659220,0,1,1,0,0,1
"12331",2022-08-08,"index.hu","Hungary","The video leaked: that's how the Russians tricked Gergely Christmas","Gergely Christmas, the mayor of Budapest, spoke with a man who pretended to be Mayor of Kiev, Vitalij Klicsko. Gergely Christmas reported at the end of June that he was approached by a man who, with the help of deepfake technology, appeared in an online video call like the mayor of Kiev.","Russian","Neutral","Other",2022-08-08 12:00:00,FALSE,2022-08-08 03:28:48.844945,0,"Other",1,165,14299200,14268528.8449447,0,3,0,1,0,0
"27470",2021-11-26,"azerbaijan-news.az","Azerbaijan","André Rudolf’s recent events changed, and we need to adapt to the reality of life.","It is hope that in South Africa, “the meeting of South Georgia, Argentina, Russia, Russia, ECHR is a reporter of the long - term term period, of the U.S.A.","Russian","Neutral","Other",2021-11-26,TRUE,2021-11-26,0,"Other",0,-90,-7776000,-7776000,1,2,1,0,0,0
"10101",2022-01-11,"novychas.by","Belarus","Two Russian spies were held in Latvia","According to the State Security Service of Latvia (SDB), the suspects were contacted by military intelligence representatives on the territory of Russia.","Russian","Neutral","Other",2022-01-11 18:31:00,TRUE,2022-01-11 18:31:00,0,"Other",0,-44,-3734940,-3734940,0,1,1,0,0,1
"18110",2022-03-25,"diken.com.tr","Turkey","Saver express: Dangerous journey on train 91/92...","Since Russia invaded Ukraine, 10 million people have left the land where they were born. Some of the safer cities in their country have taken the road to neighboring countries.","Russian","Neutral","Other",2022-03-25 14:50:49,TRUE,2022-03-25 14:50:49,0,"Other",1,29,2559049,2559049,0,3,0,1,0,0
"29791",2022-04-20,"lajme.rtsh.al","Albania","At the height of the crisis with Ukraine, Russia tests a new nuclear missile, informs the US","Russia said on April 20th that it has carried out its first cross-civilized ballistic missile test, Sarmat, which is the new missile in its nuclear arsenal.Russian President Vladimir Putin, appeared on Russian television, as military officials informed him the missile was launched from Plesetsk in the northwest, and had hit a target in the Kamchatka Peninsula in the Far East. Russia's Defence Ministry said through an announcement that Russia's defence ministry had been","Russian","Neutral","Other",2022-04-20 12:00:00,FALSE,2022-04-20 07:54:02.512241,0,"Other",1,55,4795200,4780442.51224113,1,4,0,1,0,0
"9535",2022-04-23,"nashaniva.by","Belarus","As of April 1, a Ukrainian businessman promised to give his car to whoever drowned the Moscow cruiser and kept his promise.","The President of the Association of International Forwarders of Ukraine, Viktor Berestenko, handed over his Dodge Challenger to the fighters of the Ukrainian Armed Forces.","Not","Neutral","Other",2022-04-23 14:34:52,TRUE,2022-04-23 14:34:52,0,"Other",1,58,5063692,5063692,0,3,1,0,0,1
"31367",2021-10-31,"trthaber.com","Turkey","Record for daily increase in cases in Russia","According to the Russian Centre for Control and Prevention of Koronavirus Infection, the number of people who died from the virus in the last 24 hours increased by 1158 to 238, and the number of recoverys increased by 27,115 to 7,358,539. Since the outbreak has been detected in the last 24 hours, the number of ""highest daily cases"" has been recorded since the beginning of the outbreak.","Russian","Neutral","Other",2021-10-31 12:43:00,TRUE,2021-10-31 12:43:00,0,"Other",0,-116,-9976620,-9976620,1,2,0,1,0,0
"29259",2021-09-29,"kazpravda.kz","Kazakhstan","Information that children are not ill or infected with COVID-19 is sent by Kazakhs","Photo by Adilbek Tauekelov/Kazpravda.kz Kazakhs disseminate information that children are not infected with COVID-19, which means that there is no point in vaccinating them against this disease. The author of this idea is Elena Kalle, a Russian biologist and an anti-vaccinator.","Russian","Negative","Other",2021-09-29 14:43:00,TRUE,2021-09-29 14:43:00,-1,"Other",0,-148,-12734220,-12734220,1,2,1,0,0,1
"15334",2021-09-23,"publika.md","Moldova","At a tragedy: A group of parachutists landed on a street in Moscow","A group of amateurs of Moscow's passions were at a step in a tragedy. They starved in the rain and snow and landed on the street.More drivers found in traffic were surprised by their correction.","Russian","Neutral","Other",2021-09-23 12:07:25,TRUE,2021-09-23 12:07:25,0,"Other",0,-154,-13261955,-13261955,0,1,0,0,1,1
"10934",2022-06-06,"168.hu","Hungary","If it doesn't piss off the Russians, then nothing will.","In Latvia, the broadcasting of television channels registered in Russia has been fully blocked after some Russian public channels were previously suspended. The head of the Latvian media authority announced on Monday.","Not","Negative","Other",2022-06-06 19:59:00,TRUE,2022-06-06 19:59:00,-1,"Other",1,102,8884740,8884740,0,3,0,1,0,0
"1172",2022-08-25,"panorama.com.al","Albania","What's said in the prosecutor's document and what is the evidence against the three young men?","ENES MOLAS/Elbasan Prosecution insists that the three young men from Russia and Ukraine who were arrested in Grams have come for spying purposes in Albania. As charges weighing on them are publicised, the prosecution has not published evidence of the three detainees, claiming that the secret investigative composites were questioned.","Russian","Neutral","Other",2022-08-25 09:31:00,TRUE,2022-08-25 09:31:00,0,"Other",1,182,15759060,15759060,0,3,0,1,0,0
"4806",2022-05-12,"168.am","Armenia","Russia has extended the ban on flights in 11 RD airports until 19 May.","Russia is 13 times longer than the ban on flights in the central part of the RD and 11 airports in the south. ""The time limit for flights is long in 11 Russian airports.""","Russian","Neutral","Other",2022-05-12 12:00:00,FALSE,2022-05-12 19:53:59.164742,0,"Other",1,77,6696000,6724439.16474199,0,3,1,0,0,0
"3131",2021-12-10,"zerkalo.az","Azerbaijan","Sokurov regrets that Putin is not listening to what he said.","Director Alexander Sokurov, who had entered the HRC meeting in a debate with Russian President Vladimir Putin about the federal crisis in the country, admitted in a conversation with News.ru that he regretted the discussion. He also noted that the President had responded to his speech ""too emotionally.""","Russian","Neutral","Other",2021-12-10 15:37:43,TRUE,2021-12-10 15:37:43,0,"Other",0,-76,-6510137,-6510137,0,1,1,0,0,0
"31880",2022-04-27,"trthaber.com","Turkey","UAEA wants access to Zaporijya Nuclear Plant","In an interview with the Associated Press agency, International Atomic Energy Agency (UAEA) President Rafael Mariano Grossi pointed out the largest nuclear plant in Europe, Zaporijya Nuclear Plant. Grossi, who said they wanted access to the Santra, said Russia and Ukraine needed support for this access.","Not","Neutral","Other",2022-04-27 21:25:00,TRUE,2022-04-27 21:25:00,0,"Other",1,62,5433900,5433900,1,4,0,1,0,0
"6671",2022-06-15,"1in.am","Armenia","The activities of the Convention on the Limitation of the Hierarchical Boundary are not related to the situation in Larabal.","The activities of the Convention on the Limitation and Delimitation of the Heidebian Boundary are nothing to do with the responsibilities of the Russian Peace Forces at the Askera High Larabal in charge of the Russian Peace Army","Russian","Neutral","Other",2022-06-15 12:00:00,FALSE,2022-06-15 13:01:11.951701,0,"Other",1,111,9633600,9637271.9517014,0,3,1,0,0,0
"5031",2022-08-08,"168.am","Armenia","Aeronautics in Russia have been predicting the coming disaster","The building will be protected without space until August 12th, which is reported by the National Office of the Shrjka Environment.","Russian","Neutral","Other",2022-08-08 12:00:00,FALSE,2022-08-08 06:22:58.863437,0,"Other",1,165,14299200,14278978.8634372,0,3,1,0,0,0
"16880",2021-12-05,"danas.rs","Serbia","A Russian passenger plane escaped a NATO spy plane over the Black Sea","Russian authorities said today that the Aeroflot passenger plane \""escaped the catastrophe because it managed to change course and avoid the NATO spy plane over the Black Sea.\"" According to the Russian Civil Aviation Agency, the incident happened on Friday morning when the spy plane \""landed quickly, crossing the route of a passenger plane on the line between Tel Aviv and Moscow, with 142 passengers and crew members. .Spionage crew av","Russian","Neutral","Other",2021-12-05 16:18:00,TRUE,2021-12-05 16:18:00,0,"Other",0,-81,-6939720,-6939720,0,1,0,0,1,0
"3362",2022-03-21,"zerkalo.az","Azerbaijan","After March 21st, coming from Russia to Azerbaijan","The military conflict between Russia and Ukraine has affected not only them but also many other countries; Azerbaijan is also affected by the fact that many of our countrymen live in Russia, and there are many Azerbaijani workers and students in Ukraine, and they are now leaving the country because of a dangerous situation.","Not","Neutral","Other",2022-03-21 08:05:38,TRUE,2022-03-21 08:05:38,0,"Other",1,25,2189138,2189138,0,3,1,0,0,0
"9562",2022-04-21,"nashaniva.by","Belarus","In Spain, a Russian millionaire, his wife and daughter were found dead.","The former top manager of the Russian gas company Novatek, Sergei Protosen, and his wife and daughter were found dead in the town of Ljoret de Mar in Spain, reported by Medusa with links to Telecinco.","Not","Neutral","Other",2022-04-21 15:11:43,TRUE,2022-04-21 15:11:43,0,"Other",1,56,4893103,4893103,0,3,1,0,0,1
"27992",2021-11-08,"azertag.az","Azerbaijan","Russian biology: There is no way to bring peace with a Armenia","The Encyclopædia Britannica points out that the Russian journalist, a quotation author of the national conflicts, says: “Although the U.N.A. has been said to his people: ‘ It’s a U.N.A.","Russian","Neutral","Other",2021-11-08 13:59:00,TRUE,2021-11-08 13:59:00,0,"Other",0,-108,-9280860,-9280860,1,2,1,0,0,0
