"","date_publish","source_domain","country","title_translated","first_two_sentences","Russian.Involvement","Sentiment","Topic","date_publish_continuous","has_time","date_publish_probabilistic","sentiment_clean","topic_clean","treatment","running","running_continuous","running_probabilistic","state_owned","indicator","csto","nato","neutral","high_russia"
"59",2021-11-06,"gazetatema.net","Albania","Europe fell into the hole it opened itself: poker game that lost to Russia and the effects of the energy crisis","Murphy's Law says: ""Whatever may go wrong, it will go wrong.A proverbial word also says, ""Well, it's going to be better at night."" And this second proverb, Europe is doing it in its natural gas supply position and things aren't going well.""","Russian","Negative","Economic",2021-11-06,TRUE,2021-11-06,-1,"Economic",0,-110,-9504000,-9504000,0,1,0,1,0,0
"45012",2022-04-05,"balkaninsight.com","Serbia","Ukraine War Threatens Food Security in Western Balkans","Russia’s attack on Ukraine has sent shockwaves throughout the globe, rocking world energy markets and causing the worst refugee crisis in Europe since World War II. The ripple effects from the war may soon be felt in the area of food security as well, and Western Balkan countries are bracing for impact.","Russian","Negative","Economic",2022-04-05 06:09:50,TRUE,2022-04-05 06:09:50,-1,"Economic",1,40,3478190,3478190,0,3,0,0,1,0
"9032",2022-02-22,"168.am","Armenia","The 351 message from RD Petdema will focus on the UN’s sanctions","Euramism will limit punishments against 351 journalists of the Russian Supreme Court and 27 other natural and legal persons, Donetske and Luganski, excluded from Ukraine.","Russian","Negative","Political",2022-02-22 12:00:00,FALSE,2022-02-22 22:07:38.41912,-1,"Political",0,-2,-129600,-93141.5808796883,0,1,1,0,0,0
"2049",2022-04-19,"panorama.com.al","Albania","Mariupoli may fall to Russia within days/European official makes the strong warning: There will be more casualties than in Bucha","A European official has indicated that the city of Marioupolis could fall fully into Russia's hands in the coming days. In a proposal for Reuters, the official who has not been identified, has declared that Russia intends to fully conquer Marioupoli by May 9th, the date when Moscow marked the defeat of Nazi Germany in 1945.","Russian","Negative","Military",2022-04-19 21:19:00,TRUE,2022-04-19 21:19:00,-1,"Military",1,54,4742340,4742340,0,3,0,1,0,0
"35634",2022-03-20,"sozcu.com.tr","Turkey","They're sending civilians to Russia by force.","On the 25th day of the war between Russia and Ukraine, a dramatic claim came... that those living in Mariupol were forced to go to Russian lands. Sozcu.com.","Russian","Negative","Military",2022-03-20 09:00:58,TRUE,2022-03-20 09:00:58,-1,"Military",1,24,2106058,2106058,0,3,0,1,0,0
"12244",2022-07-23,"azatutyun.am","Armenia","A number of cities have been destroyed in Ukraine, including Chárcho and Nicolaus","On Sunday night and in the morning, the Russian army has carried out a series of terrorist attacks on Ukraine's cities, particularly in Croatia and Nicaragua.","Russian","Negative","Military",2022-07-23 08:17:13,TRUE,2022-07-23 08:17:13,-1,"Military",1,149,12903433,12903433,0,3,1,0,0,0
"44580",2022-04-10,"kosova-sot.info","Kosovo","Stoltenberg speaks of NATO plan after recent developments in Ukraine","NATO Secretary General Jens Stoltenberg says the alliance is in the midst of a very fundamental transformation that will reflect the long-term consequences of Vladimir Putin's war in Ukraine.In the interview, Stoltenberg says NATO is planning a permanent military presence on its border as an attempt to combat future Russian aggression, writes BBC.The Stoltenberg adds that his focus is on ensuring that Allies are in place.","Russian","Negative","Military",2022-04-10 14:16:27,TRUE,2022-04-10 14:16:27,-1,"Military",1,45,3939387,3939387,0,3,0,0,1,0
"35381",2022-02-24,"sozcu.com.tr","Turkey","Zelanskiy: I requested a phone call with Putin. Answer, silence.","Zelenskiy: I requested a phone call with Putin. The answer is silence.","Russian","Negative","Political",2022-02-24 03:25:42,TRUE,2022-02-24 03:25:42,-1,"Political",1,0,12342,12342,0,3,0,1,0,0
"29533",2022-08-07,"voceabasarabiei.md","Moldova","Russians intensify attacks in Donetsk. Zelenski requires more modern weapons","Russian forces in Donetík have increased in intensity in the last hours of Sunday, while Ukrainian President Volodimir Zelenski asked the West for more weapons so that his forces could respond to invasives.In his daily video message, Zelenski","Russian","Negative","Military",2022-08-07 12:43:08,TRUE,2022-08-07 12:43:08,-1,"Military",1,164,14215388,14215388,0,3,0,0,1,1
"22031",2022-02-26,"botasot.info","Kosovo","Missile attack on a palace in Kiev, sightings of residents evacuating","Ukraine's Interior Ministry has published images of the apartment building in Kiev that was damaged early Saturday by Russian attacks, which show emergency workers helping evacuate residents.The photos show some completely broken apartment units, their outer walls and windows lack an open hole on the side of the building.","Russian","Negative","Military",2022-02-26 08:53:00,TRUE,2022-02-26 08:53:00,-1,"Military",1,2,204780,204780,0,3,0,0,1,0
"35615",2022-03-21,"sozcu.com.tr","Turkey","This is the first time he said ""Referendum"" about Russia's ultimatums!","Zelenskiy (a statement on Russia's ultimatums)! For the first time, the Ukrainian President Vladimir Zelenskiy said they would not be able to meet the ultimatums that Russia imposed on Ukraine.","Russian","Negative","Political",2022-03-21 22:55:28,TRUE,2022-03-21 22:55:28,-1,"Political",1,25,2242528,2242528,0,3,0,1,0,0
"37397",2022-02-23,"t24.com.tr","Turkey","Companies from Biden doing North Stream 2 projects","US President Joe Biden has announced that they are going to sanction the firm and its officials doing Project North Stream 2. Biden has made a written statement that the United States has been working for a strong and common response to Russia since the day he started massing troops at the Russian border.","Russian","Negative","Economic",2022-02-23 22:41:00,TRUE,2022-02-23 22:41:00,-1,"Economic",0,-1,-4740,-4740,0,1,0,1,0,0
"14227",2022-05-12,"nashaniva.by","Belarus","In Latvia, One Classrooms and VKontakte will be blocked.","With regard to the sanctions adopted by the European Union, access to Russian social networks ""Vkontakte"" (vk.com), ""One Classics"" (ok.ru) and ""My World"" (my.mail.ru) will be restricted on the territory of Latvia. This decision was taken by the National Council for Electronic Media, Rus.lsm.lv.","Not","Negative","Political",2022-05-12 20:55:40,TRUE,2022-05-12 20:55:40,-1,"Political",1,77,6728140,6728140,0,3,1,0,0,1
"45104",2021-10-29,"juznevesti.com","Serbia","Russia, fire and trial: Prison sentences for those responsible for the deaths of 60 people in a tragedy in a shopping center in a Siberian city","A Russian court has imposed long prison sentences on managers and fire chiefs guilty of hell at a leisure center that killed 60 people.\n The fire engulfed the upper floor of the Winter Cherry shopping center in March 2018 in the Siberian city of Kemerovo.\n The cause is a short circuit in the lighting in the children's playroom, and 37 children were killed.\n Eight people were sentenced to prison on Friday.\n Three more criminal proceedings are underway in connection with the fire.\n The investigation established that Julia Bogdanova, the former director of the company that owned the shopping center, and other managers violated the regulations on fire protection in the shopping center, where there were also children's playrooms and a cinema.\n Bogdanova was sentenced to 14 years in prison, while Nadezhda Sudenok, executive director of Winter Cherry, which ran the mall, was sentenced to 13 and a half years.\n Six others were also jailed for the tragedy:\n Prosecutors said Bogdanova ignored fire protection rules to save money.\n Sudenok and Soboljev helped her in that.\n Polozinenko knew about the security shortcomings and asked Bogdanova to pay for the improvements, but she refused, prosecutors said.\n Polozinenko then failed to report the neglect.\n Watch the video of the accident\n Bogdanova, Sudenok, Soboljev and Polozinenko admitted partial guilt for the tragedy.\n Their lawyers said they would appeal the sentence, the Tas news agency reported.\n Prosecutors said security chief Antjushin saw the fire break out through security cameras, but turned off the fire alarm and failed to rescue people trapped behind exits he knew were locked.\n Many of those who died were stuck in","Russian","Negative","Other",2021-10-29 15:47:00,TRUE,2021-10-29 15:47:00,-1,"Other",0,-118,-10138380,-10138380,0,1,0,0,1,0
"18144",2022-03-01,"demokrata.hu","Hungary","Lavrov: the presence of American nuclear weapons in Europe is unacceptable","It is unacceptable for Russia to have a U.S. nuclear weapon in the territory of several European countries, as stated by Russian Foreign Minister Sergei Lavrov in his video message at the Geneva Disarmament Conference. Lavrov, who was unable to travel to the site because of the European airlock on Russian aircraft, said on video that the European stationing of American nuclear weapons would violate the nuclear non-proliferation agreement.","Russian","Negative","Political",2022-03-01 15:40:00,TRUE,2022-03-01 15:40:00,-1,"Political",1,5,488400,488400,0,3,0,1,0,0
"21717",2021-11-02,"botasot.info","Kosovo","Beden criticises Russia, China for not participating in Klimma Summit","The American President Joe Biden has said that historic progress has been achieved at the UN Summit on Climate, and that the leaders of China and Russia have made a huge mistake not to participate in the organization held in Glasgou, speaking at a conference after the second day of the summit, Biden has highlighted the new efforts to stop deforestation until the end of the decade, to reduce Methane emissions for investment","Russian","Negative","Other",2021-11-02 22:49:00,TRUE,2021-11-02 22:49:00,-1,"Other",0,-114,-9767460,-9767460,0,1,0,0,1,0
"48675",2022-03-14,"lajme.rtsh.al","Albania","War in Ukraine, Putin seeks military assistance from China! U.S.A.: There will be consequences","Moscow has asked Beijing for weapons and financial assistance after the invasion of Ukraine. It turns out that the White House is concerned that China can undermine Western efforts to help Ukraine, according to sources quoted by The Washington Post and Financial Times.","Russian","Negative","Military",2022-03-14 12:00:00,FALSE,2022-03-14 20:34:28.513512,-1,"Military",1,18,1598400,1629268.5135119,1,4,0,1,0,0
"49556",2022-02-05,"magyarnemzet.hu","Hungary","During Trump's presidency, there was peace","We felt that the United States, NATO, and international Balliberal media would provoke Putin and Russia with all their power to attack Ukraine, which could result in Russia being struck by sanctions that could economically destroy it, and thus achieve a dual goal between America and the global elite behind it: Russia is not closely linked to China or the Union.","Not","Negative","Political",2022-02-05,TRUE,2022-02-05,-1,"Political",0,-19,-1641600,-1641600,1,2,0,1,0,0
"31108",2022-04-12,"danas.rs","Serbia","A large column of Russian military vehicles is moving in the direction of Donbas","The video, which is spreading on social networks, shows a large column of Russian military vehicles near Matvev Kurgan, a settlement in the Russian region of Rostov. The geographical location of the video was determined by CNN.","Russian","Negative","Military",2022-04-12 11:56:00,TRUE,2022-04-12 11:56:00,-1,"Military",1,47,4103760,4103760,0,3,0,0,1,0
"27674",2022-03-09,"timpul.md","Moldova","Russia's economy is at the peak of the collapse. The Central Bank of Moscow imposes drastic valuation restrictions","The central bank ordered commercial banks from the country to record the amount that customers can draw from their deposits at $10,000. Any excess of this amount should be deducted in cash at the current exchange rate.In addition, b","Russian","Negative","Economic",2022-03-09 13:00:00,TRUE,2022-03-09 13:00:00,-1,"Economic",1,13,1170000,1170000,0,3,0,0,1,1
"42966",2022-03-03,"balkaninsight.com","Kosovo","Bulgarian Expulsion of Alleged Russian Spies Dismissed as 'PR Stunt'","The expulsion from Bulgaria of two Russian diplomats suspected of espionage has been widely interpreted by local politicians as a publicity stunt for Chief Prosecutor Ivan Geshev, whose removal is sought by the current reformist government. “It’s a game for fools, a smokescreen”, Boyko Noev, Bulgarian Defence Minister from 1994 to 1995 and 1999 to 2001, said on television on Thursday, dismissing the move as a stunt.","Russian","Negative","Political",2022-03-03 14:18:46,TRUE,2022-03-03 14:18:46,-1,"Political",1,7,656326,656326,0,3,0,0,1,0
"30559",2022-03-31,"danas.rs","Serbia","Chief of the British General Staff: Putin has already lost the war in Ukraine","The head of the British army says that Russian President Vladimir Putin \""has already lost the war in Ukraine and that Putin is weaker than he was before the invasion.\"" Moscow's goal is to \""occupy the whole of Ukraine.\"" But he added that next week \""will continue to be very difficult for Ukraine.\"" However, in many ways, Putin has already lost, he said. \""Far from being a far-sighted manipulator of events that we would like to believe, Putin has harmed himself with a series of catastrophically wrong","Russian","Negative","Military",2022-03-31 22:39:00,TRUE,2022-03-31 22:39:00,-1,"Military",1,35,3105540,3105540,0,3,0,0,1,0
"50926",2022-02-22,"qazaqstan.tv","Kazakhstan","The United States and Europe will issue sanctions for Russia","Western countries are preparing to impose sanctions against Russia. The United States, the United Kingdom, and the EuroOdak countries are currently in the process of issuing restrictions.","Russian","Negative","Political",2022-02-22 12:00:00,FALSE,2022-02-22 11:47:01.43137,-1,"Political",0,-2,-129600,-130378.568629503,1,2,1,0,0,1
"25749",2022-07-21,"botasot.info","Kosovo","Lavrov: Russia's goals in Ukraine are no longer limited in Donbas","Russia's special military operation targets in Ukraine are no longer limited in the Donbas region, but include a number of other regions, Russian Foreign Minister Sergei Lavrov said, according to Reuters. Lavrov added that Russia's intentions would be further expanded if the West continues to supply Ukraine with long-range weapons.When Russia invaded Ukraine on February 24th, President Vladimir Putin denied any intention to invade territories.","Russian","Negative","Political",2022-07-21 06:39:00,TRUE,2022-07-21 06:39:00,-1,"Political",1,147,12724740,12724740,0,3,0,0,1,0
"46170",2022-04-13,"rs.n1info.com","Serbia","Vereshchuk: Today we are not opening humanitarian corridors, we are forced to abstain","There will be no corridor for the evacuation of civilians in Ukraine today, said the Deputy Prime Minister of that country, Irina Vereshchuk, in a statement. Vereshchuk blamed Russian troops for creating a dangerous situation along the route.","Russian","Negative","Military",2022-04-13 06:43:13,TRUE,2022-04-13 06:43:13,-1,"Military",1,48,4171393,4171393,0,3,0,0,1,0
"31496",2022-05-01,"danas.rs","Serbia","Russian Ministry: Ukrainian forces shelled villages near Kherson","Russia's Defense Ministry said today that Ukrainian civilians were killed and injured in the shelling of Ukrainian forces in the southern region of Kherson. RIA Novosti.Reuters reported that Russian forces announced this after rocket attacks on the southern and eastern regions of Ukraine, stating that some civilians managed to leave the Azovstal steel plant in Mariupol, a city under Russian siege.","Russian","Negative","Military",2022-05-01 09:43:00,TRUE,2022-05-01 09:43:00,-1,"Military",1,66,5737380,5737380,0,3,0,0,1,0
"11735",2022-03-29,"azatutyun.am","Armenia","The Russians once again hit Ukraine with a large amount of fuel","General Igor Konashenko, a Russian defense agent, said today that in the Ukraine’s train at Rono’s train last night, the right blasts of nuclear power stations destroyed fuel","Russian","Negative","Military",2022-03-29 11:52:00,TRUE,2022-03-29 11:52:00,-1,"Military",1,33,2893920,2893920,0,3,1,0,0,0
"31564",2022-05-26,"danas.rs","Serbia","De-Ukrainization in Mariupol: Russians installed mobile TV propaganda, children abolished holidays","The Russian forces that occupied Mariupol have decided to cancel the summer vacation so that the students can master the Russian program, said today the mayor's adviser Petro Andryushchenko. \""Children will have classes in Russian language and literature, Russian history and mathematics all summer.","Russian","Negative","Culture",2022-05-26 19:27:00,TRUE,2022-05-26 19:27:00,-1,"Culture",1,91,7932420,7932420,0,3,0,0,1,0
"28806",2022-08-04,"timpul.md","Moldova","The Russians are confused with two Ukrainian “strong” articles. Zelenski: La Piski and Avdiivka is an idiot. It cannot be described in words","The Russians have decided most likely to attack Avdiivka Frontal in the occupied territory of the Donetsk region, without waiting for the Ukrainian forces to withdraw from their defence positions prepared after the Russian forces' attempt plans","Russian","Negative","Military",2022-08-04 08:20:35,TRUE,2022-08-04 08:20:35,-1,"Military",1,161,13940435,13940435,0,3,0,0,1,1
"39699",2022-03-15,"sb.by","Belarus","Political scientist on fairy news about events in Ukraine: they are published to influence the audience's consciousness","Russia's military operation in Ukraine has been going on for almost three weeks: events have changed the world's situation dramatically and have shown what an information war is, and over a million fairies have been distributed on Ukrainian social media about Russia's special operation, and this has been commented on by a political scientist, the head of the Eurasian Analytical Club, an expert of the Russian Council for International Affairs, Nikita Mendkovic, on the television channel Belarus 1.","Russian","Negative","Military",2022-03-15 12:50:07,TRUE,2022-03-15 12:50:07,-1,"Military",1,19,1687807,1687807,1,4,1,0,0,1
"46615",2022-06-12,"rs.n1info.com","Serbia","Energoatom: Re-established connection between the Zaporozhye nuclear power plant and the IAEA","The connection between the Ukrainian nuclear power plant Zaporozhye in the south of the country, which has been under Russian control since the beginning of March, and the International Atomic Energy Agency (IAEA) was re-established after almost a month and a half of interruption, Ukrainian operator Energoatom announced. since the Russians cut off the Ukrainian mobile phone operator Vodafone in Energodar, the place where the headquarters, with which the IAEA had contact and data transfer, the company Enrgoatom stated in a statement.","Russian","Negative","Other",2022-06-12 09:17:58,TRUE,2022-06-12 09:17:58,-1,"Other",1,108,9364678,9364678,0,3,0,0,1,0
"40346",2022-05-23,"sb.by","Belarus","The expert explained how the US was trying to prevent CSTO from strengthening.","A summit of CSTO leaders was held in Moscow a week ago, followed by seemingly unbelievable but important news: American officials are visiting Central Asia. According to political scientist Alexei Dzermant, the United States is determined to disorient regional politicians and to break them apart.","Russian","Negative","Political",2022-05-23 14:29:00,TRUE,2022-05-23 14:29:00,-1,"Political",1,88,7655340,7655340,1,4,1,0,0,1
"46079",2022-03-19,"rs.n1info.com","Serbia","Airstrikes on Nikolaev, fighting for Mariupol, escaped 3.3 million people","It is the twenty-fourth day of the war in Ukraine. In a night video address, Ukrainian President Volodymyr Zelensky called for meaningful peace and security talks with Moscow, saying it was Russia's only chance to limit the damage from its mistakes after the invasion, otherwise it would take generations to recover from losses suffered during the war.","Russian","Negative","Military",2022-03-19 06:35:20,TRUE,2022-03-19 06:35:20,-1,"Military",1,23,2010920,2010920,0,3,0,0,1,0
"47983",2022-04-27,"azertag.az","Azerbaijan","“ The U.S. has damaged 60 million dollars in Russia because they stop working in Russia","“ The UNT [U.S] dealt with the loss of the activity in Russia, over 60 million inches (U.S.A.), the U.S.A., a report by COPE) reports about the complexity of a loved one, about 31 billion years ago, and from March, there are about 31 percent of the content of this complex information.","Russian","Negative","Economic",2022-04-27 12:29:00,TRUE,2022-04-27 12:29:00,-1,"Economic",1,62,5401740,5401740,1,4,1,0,0,0
"32283",2022-08-13,"danas.rs","Serbia","Ukraine and Russia: Ukrainian nuclear power plant workers claim Russian soldiers are 'holding them at gunpoint'","Employees of the nuclear power plant in Ukraine's Zaporozhye claim for the BBC that Russian soldiers are \""holding them at gunpoint and that Russian troops are using the plant as a military base. Russian forces have been controlling this site, the largest nuclear power plant in Europe, since the beginning of March.","Russian","Negative","Military",2022-08-13 10:45:00,TRUE,2022-08-13 10:45:00,-1,"Military",1,170,14726700,14726700,0,3,0,0,1,0
"29354",2022-04-27,"unimedia.info","Moldova","""Ukraine - ready to face an attack by Russian troops in Transnistria"". Zelenski: We are aware that Russia is trying to destabilize the situation in the region","""President Volodimir Zelenski is aware that the Russian Federation is trying to destabilize the situation in the Transnistria region. Ukrainian armed forces are ready for a possible attack by Russian troops on the territory of Moldova occupied by this one.""","Russian","Negative","Military",2022-04-27 11:29:29,TRUE,2022-04-27 11:29:29,-1,"Military",1,62,5398169,5398169,0,3,0,0,1,1
"42683",2022-01-04,"georgiatoday.ge","Georgia","US Embassy: Ruling Party Undermined Government Accountability by Abolishing State Inspector Service","
The US Embassy Tbilisi published a statement noting the ruling party undermined government accountability by abolishing the State Inspector Service, which is mandated to investigate police abuse and protect data privacy, undermined the independence of individual judges by amending the Law on Common Courts, and undermined faith in the judiciary by appointing yet another Supreme Court judge using a flawed selection process. The Embassy claimed no credible reasons were provided to the public for why these actions needed to be rushed through without appropriate consultation.","Not","Negative","Political",2022-01-04,TRUE,2022-01-04,-1,"Political",0,-51,-4406400,-4406400,0,1,0,0,1,1
"35528",2022-03-30,"sozcu.com.tr","Turkey","The Russian-Ukraine war... there are bodies in the streets of Irpin.","The Russian-Ukraina war... there are bodies on the streets in Irpin Å near Kiev. A promising statement from Russia following the talks in Istanbul yesterday, but the images taken at Irpin, which were at the bottom of Kiev, terrified the international public.","Russian","Negative","Military",2022-03-30 08:14:53,TRUE,2022-03-30 08:14:53,-1,"Military",1,34,2967293,2967293,0,3,0,1,0,0
"30475",2022-03-05,"danas.rs","Serbia","The evacuation from Mariupol has been stopped, Zelenski claims that Russia launched a counterattack on Kharkov","The evacuation of Mariupol residents has been postponed due to multiple Russian breaches of the ceasefire, the city government said today. Consolidation of its defense.","Russian","Negative","Military",2022-03-05 17:29:00,TRUE,2022-03-05 17:29:00,-1,"Military",1,9,840540,840540,0,3,0,0,1,0
"52408",2022-06-09,"top-channel.tv","Albania","The Open Balkans, Boomci at Top Story: Vucic can be a friend!","Former President Aldo Bumci, invited to Top Story this Thursday, said that the relationship between Serbian President Aleksandar Vucic and Albanian Prime Minister Edi Rama is propaganda and that there is no agreement in the best of Albanians among them. Europe launched the project that the crimes of Nazism were condemned, Serbia does not condemn crimes, Rama fears to pass the resolution to the Parliament, Serbia has no guarantees but has Russia and China","Russian","Negative","Political",2022-06-09 23:02:00,TRUE,2022-06-09 23:02:00,-1,"Political",1,105,9154920,9154920,1,4,0,1,0,0
"22603",2022-02-22,"botasot.info","Kosovo","EU imposes sanctions on Putin, Borrell: Will greatly harm Russia","European Union member states have unanimously approved the imposing of sanctions on Russian officials over their actions in Ukraine, French Foreign Minister Jean-Yves Le Drian said. Meanwhile, EU diplomacy chief Josep Borrell said the package of sanctions adopted Tuesday would harm Russia and damage it very much.According to him, the sanctions would affect members of the Low Chamber of the Lows on Tuesday.","Russian","Negative","Political",2022-02-22 20:38:00,TRUE,2022-02-22 20:38:00,-1,"Political",0,-2,-98520,-98520,0,1,0,0,1,0
